No,torch_tf_max_diff,torch_tf_mean_diff,torch_mindspore_max_diff,torch_mindspore_mean_diff,tf_mindspore_max_diff,tf_mindspore_mean_diff,avg_max_diff,avg_mean_diff,channels,model,fail_time
11,1.10E-05,1.41E-06,1.07E-05,1.40E-06,9.06E-06,2.22E-07,1.03E-05,1.01E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
12,1.22E-05,1.43E-06,1.29E-05,1.44E-06,1.08E-05,2.49E-07,1.20E-05,1.04E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
13,1.86E-05,1.21E-06,2.19E-05,1.21E-06,1.54E-05,2.25E-07,1.86E-05,8.83E-07,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
14,1.24E-05,1.32E-06,1.00E-05,1.33E-06,9.78E-06,2.62E-07,1.07E-05,9.73E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:10  ,0
15,3.53E-05,1.23E-06,3.43E-05,1.23E-06,1.07E-05,1.64E-07,2.68E-05,8.77E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
16,3.05E-05,1.81E-06,3.00E-05,1.74E-06,1.72E-05,2.23E-07,2.59E-05,1.26E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
17,1.34E-05,1.14E-06,1.34E-05,1.14E-06,1.23E-05,1.71E-07,1.30E-05,8.18E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:10  ,0
18,1.88E-05,1.49E-06,1.91E-05,1.49E-06,1.78E-05,2.45E-07,1.86E-05,1.08E-06,0:1 1:1 2:1 ,from:0 to:1 operator:11  from:1 to:2 operator:-1  ,0
19,4.65E-06,1.14E-06,4.47E-06,1.12E-06,5.30E-06,1.81E-07,4.81E-06,8.15E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
20,2.12E-05,1.31E-06,2.10E-05,1.30E-06,1.48E-05,2.19E-07,1.90E-05,9.43E-07,0:1 1:1 2:1 ,from:0 to:1 operator:11  from:1 to:2 operator:-1  ,0
21,2.05E-05,1.89E-06,1.86E-05,1.87E-06,3.24E-05,3.25E-07,2.38E-05,1.36E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
22,4.05E-05,3.32E-06,4.12E-05,3.24E-06,2.81E-05,3.04E-07,3.66E-05,2.29E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:1  from:1 to:2 operator:2  ,0
23,2.86E-06,8.25E-07,2.86E-06,8.34E-07,4.41E-06,2.18E-07,3.38E-06,6.25E-07,0:1 1:1 2:1 ,from:0 to:1 operator:7  from:1 to:2 operator:2  ,0
24,3.40E-06,8.61E-07,3.64E-06,8.80E-07,4.65E-06,2.14E-07,3.89E-06,6.52E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
25,2.03E-05,1.69E-06,2.15E-05,1.67E-06,1.79E-05,4.67E-07,1.99E-05,1.27E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
26,2.80E-06,5.58E-07,3.14E-06,5.56E-07,2.62E-06,1.14E-07,2.86E-06,4.09E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
27,2.00E-05,1.60E-06,1.93E-05,1.59E-06,1.65E-05,2.67E-07,1.86E-05,1.15E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
28,1.62E-05,1.45E-06,1.62E-05,1.44E-06,2.05E-05,2.62E-07,1.76E-05,1.05E-06,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
29,1.07E-05,1.88E-06,1.08E-05,1.89E-06,4.71E-06,2.21E-07,8.76E-06,1.33E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:6  ,0
30,1.72E-05,1.13E-06,1.76E-05,1.14E-06,1.36E-05,3.03E-07,1.61E-05,8.58E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:1  from:1 to:2 operator:2  ,0
31,9.06E-06,2.09E-06,9.18E-06,2.08E-06,9.48E-06,3.63E-07,9.24E-06,1.51E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
32,2.24E-05,1.32E-06,2.10E-05,1.32E-06,3.15E-05,2.37E-07,2.50E-05,9.60E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
33,1.00E-05,1.36E-06,1.05E-05,1.35E-06,1.03E-05,2.22E-07,1.03E-05,9.79E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
34,2.00E-06,5.15E-07,2.32E-06,5.27E-07,3.46E-06,1.16E-07,2.59E-06,3.86E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
35,2.12E-05,2.12E-06,2.07E-05,2.21E-06,1.82E-05,3.90E-07,2.01E-05,1.57E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:1 to:2 operator:-1  ,0
36,2.26E-06,5.19E-07,2.12E-06,5.24E-07,3.46E-06,1.48E-07,2.61E-06,3.97E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
37,1.17E-05,1.20E-06,1.41E-05,1.24E-06,1.26E-05,2.62E-07,1.28E-05,9.02E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
38,1.05E-05,1.42E-06,1.22E-05,1.44E-06,1.53E-05,2.69E-07,1.26E-05,1.04E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
39,1.91E-05,1.50E-06,2.05E-05,1.52E-06,2.86E-05,3.45E-07,2.27E-05,1.12E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
40,9.78E-06,1.24E-06,1.03E-05,1.24E-06,1.07E-05,2.33E-07,1.03E-05,9.03E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:14  from:1 to:2 operator:2  ,0
41,4.65E-06,1.01E-06,4.53E-06,1.01E-06,6.02E-06,1.98E-07,5.07E-06,7.40E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:-1  from:1 to:2 operator:10  ,0
42,9.54E-06,1.39E-06,9.30E-06,1.37E-06,1.34E-05,2.25E-07,1.07E-05,9.96E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:2  ,0
43,2.74E-06,6.20E-07,2.77E-06,6.06E-07,2.21E-06,1.07E-07,2.57E-06,4.44E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:3  from:1 to:2 operator:2  ,0
44,4.20E-06,1.10E-06,4.35E-06,1.12E-06,5.48E-06,1.94E-07,4.68E-06,8.05E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
45,2.46E-05,1.76E-06,2.74E-05,1.74E-06,1.76E-05,3.82E-07,2.32E-05,1.29E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:1  from:1 to:2 operator:1  ,0
46,3.22E-06,7.31E-07,3.28E-06,7.27E-07,2.56E-06,1.72E-07,3.02E-06,5.44E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
47,4.35E-06,9.57E-07,4.05E-06,9.37E-07,4.65E-06,1.17E-07,4.35E-06,6.70E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:2  ,0
48,1.60E-05,1.15E-06,1.29E-05,1.14E-06,1.29E-05,3.07E-07,1.39E-05,8.63E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
49,4.77E-06,8.08E-07,4.86E-06,7.99E-07,3.73E-06,1.75E-07,4.45E-06,5.94E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:11  from:1 to:2 operator:-1  ,0
50,1.86E-05,1.34E-06,2.15E-05,1.38E-06,3.05E-05,4.62E-07,2.35E-05,1.06E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
51,2.69E-05,1.45E-06,2.77E-05,1.51E-06,1.57E-05,2.25E-07,2.34E-05,1.06E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:1  from:1 to:2 operator:2  ,0
52,1.43E-05,1.47E-06,1.57E-05,1.48E-06,3.00E-05,4.37E-07,2.00E-05,1.13E-06,0:1 1:1 2:1 ,from:0 to:1 operator:13  from:1 to:2 operator:-1  ,0
53,4.34E-05,1.72E-06,4.39E-05,1.71E-06,1.65E-05,1.72E-07,3.46E-05,1.20E-06,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:13  from:8 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:2  ,0
54,3.08E-06,5.65E-07,3.07E-06,5.64E-07,3.58E-06,1.30E-07,3.24E-06,4.20E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:13  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
55,4.53E-06,1.11E-06,4.65E-06,1.13E-06,5.54E-06,1.66E-07,4.91E-06,8.02E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
56,2.62E-05,1.89E-06,2.50E-05,1.84E-06,2.26E-05,6.94E-07,2.46E-05,1.47E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
57,2.43E-05,1.50E-06,2.38E-05,1.47E-06,1.38E-05,2.08E-07,2.07E-05,1.06E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:1 to:2 operator:-1  ,0
58,1.10E-05,1.35E-06,1.10E-05,1.34E-06,1.19E-05,2.87E-07,1.13E-05,9.93E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:14  from:1 to:2 operator:2  ,0
59,2.07E-05,2.89E-06,2.03E-05,2.81E-06,2.48E-05,6.03E-07,2.19E-05,2.10E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
60,3.37E-06,6.79E-07,3.40E-06,6.76E-07,3.40E-06,1.74E-07,3.39E-06,5.10E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:2 operator:12  from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
61,3.87E-06,9.11E-07,3.81E-06,9.13E-07,4.23E-06,1.48E-07,3.97E-06,6.57E-07,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:13  from:8 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:2  ,0
62,3.34E-05,3.47E-06,3.34E-05,3.45E-06,1.84E-05,1.11E-06,2.84E-05,2.68E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
63,3.81E-06,1.10E-06,3.99E-06,1.10E-06,5.39E-06,1.23E-07,4.40E-06,7.74E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
64,1.36E-05,1.49E-06,1.81E-05,1.46E-06,8.58E-06,2.86E-07,1.34E-05,1.08E-06,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:13  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
65,2.34E-05,1.44E-06,2.48E-05,1.42E-06,1.96E-05,3.96E-07,2.26E-05,1.09E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:12  from:1 to:2 operator:-1  ,0
66,4.59E-06,1.14E-06,4.71E-06,1.16E-06,4.83E-06,1.76E-07,4.71E-06,8.25E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
67,4.78E-06,7.94E-07,4.80E-06,7.86E-07,5.04E-06,2.04E-07,4.87E-06,5.95E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:8  from:1 to:2 operator:2  ,0
68,1.05E-05,1.05E-06,1.14E-05,1.06E-06,1.12E-05,2.72E-07,1.10E-05,7.96E-07,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:0 to:6 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:2  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
69,2.38E-06,5.57E-07,2.38E-06,5.50E-07,2.77E-06,1.04E-07,2.51E-06,4.04E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
70,3.08E-05,1.93E-06,3.10E-05,1.98E-06,9.54E-06,2.28E-07,2.38E-05,1.38E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
71,2.65E-05,1.18E-06,2.62E-05,1.20E-06,1.86E-05,3.34E-07,2.38E-05,9.03E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
72,3.05E-05,1.10E-06,3.00E-05,1.08E-06,1.81E-05,2.00E-07,2.62E-05,7.93E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:3  from:1 to:2 operator:-1  ,0
73,2.12E-05,1.46E-06,2.07E-05,1.50E-06,1.73E-05,2.41E-07,1.97E-05,1.07E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
74,1.81E-05,1.54E-06,2.12E-05,1.57E-06,3.39E-05,2.36E-07,2.44E-05,1.12E-06,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:13  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
75,3.81E-05,1.35E-06,3.72E-05,1.36E-06,2.00E-05,1.57E-07,3.18E-05,9.54E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
76,1.53E-05,1.55E-06,1.55E-05,1.55E-06,1.53E-05,3.35E-07,1.53E-05,1.14E-06,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:13  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
77,2.79E-05,1.84E-06,2.86E-05,1.81E-06,1.91E-05,1.77E-07,2.52E-05,1.28E-06,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:13  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
78,2.86E-06,5.67E-07,2.26E-06,5.69E-07,2.92E-06,8.83E-08,2.68E-06,4.08E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
79,2.86E-05,1.13E-06,2.48E-05,1.14E-06,3.53E-05,3.03E-07,2.96E-05,8.58E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:3  from:1 to:2 operator:3  ,0
80,1.34E-05,1.19E-06,1.31E-05,1.19E-06,1.28E-05,2.40E-07,1.31E-05,8.73E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
81,1.29E-05,1.42E-06,1.26E-05,1.40E-06,1.11E-05,2.29E-07,1.22E-05,1.02E-06,0:1 1:1 2:1 ,from:0 to:1 operator:5  from:1 to:2 operator:2  ,0
82,2.80E-06,5.67E-07,2.56E-06,5.49E-07,2.50E-06,1.22E-07,2.62E-06,4.13E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:2  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
83,1.43E-05,1.30E-06,1.79E-05,1.32E-06,1.41E-05,2.51E-07,1.54E-05,9.58E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
84,4.41E-06,8.69E-07,4.17E-06,8.16E-07,4.83E-06,2.72E-07,4.47E-06,6.52E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:3  from:1 to:2 operator:-1  ,0
85,1.72E-05,1.30E-06,1.79E-05,1.30E-06,1.20E-05,2.21E-07,1.57E-05,9.40E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
86,2.67E-05,1.62E-06,2.81E-05,1.65E-06,1.75E-05,3.16E-07,2.41E-05,1.20E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
87,3.12E-06,5.59E-07,3.06E-06,5.50E-07,2.62E-06,1.40E-07,2.94E-06,4.17E-07,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:13  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:6 operator:-1  from:6 to:7 operator:5  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
88,3.53E-06,6.13E-07,4.16E-06,6.62E-07,2.92E-06,2.63E-07,3.54E-06,5.12E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:7  from:1 to:2 operator:2  ,0
89,2.26E-06,5.70E-07,2.26E-06,5.81E-07,2.80E-06,1.09E-07,2.44E-06,4.20E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
90,3.21E-05,5.21E-06,3.22E-05,5.31E-06,2.16E-05,9.32E-07,2.86E-05,3.82E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:4  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
91,1.76E-05,1.01E-06,2.10E-05,1.15E-06,1.69E-05,6.54E-07,1.85E-05,9.37E-07,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:6 operator:-1  from:6 to:7 operator:7  from:7 to:8 operator:13  from:8 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:2  ,0
92,2.43E-05,1.66E-06,2.34E-05,1.64E-06,3.77E-05,4.15E-07,2.85E-05,1.24E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
93,1.22E-05,1.67E-06,1.10E-05,1.65E-06,1.03E-05,3.71E-07,1.11E-05,1.23E-06,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:6 operator:-1  from:3 to:4 operator:1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:2 operator:-1  ,0
94,1.01E-05,1.62E-06,1.34E-05,1.63E-06,1.02E-05,2.78E-07,1.12E-05,1.17E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:8  ,0
95,1.79E-05,1.83E-06,1.76E-05,1.84E-06,2.34E-05,2.85E-07,1.96E-05,1.32E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
96,2.19E-05,1.23E-06,2.10E-05,1.22E-06,1.72E-05,3.28E-07,2.00E-05,9.27E-07,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
97,2.24E-06,5.63E-07,2.24E-06,5.68E-07,3.40E-06,1.21E-07,2.62E-06,4.17E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
