id,longest path,total edge,rate,total vertex
166,4,4,1,5
167,4,4,1,5
168,4,4,1,5
169,4,4,1,5
170,4,4,1,5
171,4,4,1,5
172,4,4,1,5
173,4,4,1,5
174,4,4,1,5
175,4,4,1,5
176,4,4,1,5
177,4,4,1,5
178,4,4,1,5
179,4,4,1,5
180,4,4,1,5
181,4,4,1,5
182,4,4,1,5
183,4,4,1,5
184,4,4,1,5
185,4,4,1,5
186,4,4,1,5
187,4,4,1,5
188,4,4,1,5
189,4,4,1,5
190,4,4,1,5
191,4,4,1,5
192,4,4,1,5
193,4,4,1,5
194,4,4,1,5
195,4,4,1,5
196,4,4,1,5
197,4,4,1,5
198,4,4,1,5
199,4,4,1,5
200,4,4,1,5
201,4,4,1,5
202,4,4,1,5
203,4,4,1,5
204,4,4,1,5
205,4,4,1,5
206,4,4,1,5
207,4,4,1,5
208,4,4,1,5
209,4,4,1,5
210,4,4,1,5
211,4,4,1,5
212,4,4,1,5
213,2,2,1,3
214,2,2,1,3
215,2,2,1,3
216,2,2,1,3
217,2,2,1,3
218,2,2,1,3
219,2,2,1,3
220,2,2,1,3
221,2,2,1,3
222,2,2,1,3
223,2,2,1,3
224,2,2,1,3
225,2,2,1,3
226,2,2,1,3
227,2,2,1,3
228,2,2,1,3
229,2,2,1,3
230,2,2,1,3
231,2,2,1,3
232,2,2,1,3
233,2,2,1,3
234,2,2,1,3
235,2,2,1,3
236,2,2,1,3
237,2,2,1,3
238,2,2,1,3
239,2,2,1,3
240,2,2,1,3
241,2,2,1,3
242,2,2,1,3
243,2,2,1,3
244,2,2,1,3
245,2,2,1,3
246,2,2,1,3
247,2,2,1,3
248,2,2,1,3
249,2,2,1,3
250,2,2,1,3
251,2,2,1,3
252,2,2,1,3
253,2,2,1,3
254,2,2,1,3
255,2,2,1,3
256,2,2,1,3
257,2,2,1,3
258,2,2,1,3
259,2,2,1,3
260,2,2,1,3
261,2,2,1,3
262,2,2,1,3
263,2,2,1,3
264,2,2,1,3
265,2,2,1,3
266,2,2,1,3
267,2,2,1,3
268,2,2,1,3
269,2,2,1,3
270,2,2,1,3
271,2,2,1,3
272,2,2,1,3
273,2,2,1,3
274,2,2,1,3
275,2,2,1,3
276,2,2,1,3
277,2,2,1,3
278,2,2,1,3
279,2,2,1,3
280,2,2,1,3
281,6,6,1,7
282,6,6,1,7
283,6,6,1,7
284,6,6,1,7
285,6,6,1,7
286,6,6,1,7
287,6,6,1,7
288,6,6,1,7
289,6,6,1,7
290,6,6,1,7
291,6,6,1,7
292,6,6,1,7
293,6,6,1,7
294,6,6,1,7
295,6,6,1,7
296,6,6,1,7
297,6,6,1,7
298,6,6,1,7
299,6,6,1,7
300,6,6,1,7
301,6,6,1,7
302,6,6,1,7
303,6,6,1,7
304,6,6,1,7
305,6,6,1,7
306,6,6,1,7
307,6,6,1,7
308,6,6,1,7
309,6,6,1,7
310,6,6,1,7
311,6,6,1,7
312,6,6,1,7
313,6,6,1,7
314,6,6,1,7
315,6,6,1,7
316,6,6,1,7
317,6,6,1,7
318,6,6,1,7
319,6,6,1,7
320,6,6,1,7
321,6,6,1,7
322,6,6,1,7
323,6,6,1,7
324,6,6,1,7
325,6,6,1,7
326,6,6,1,7
327,6,6,1,7
328,6,6,1,7
329,6,6,1,7
330,6,6,1,7
331,6,6,1,7
332,6,6,1,7
333,6,6,1,7
334,6,6,1,7
335,6,6,1,7
336,6,6,1,7
337,6,6,1,7
338,6,6,1,7
339,3,3,1,4
340,3,3,1,4
341,3,3,1,4
342,3,3,1,4
343,3,3,1,4
344,3,3,1,4
345,3,3,1,4
346,3,3,1,4
347,3,3,1,4
348,3,3,1,4
349,3,3,1,4
350,3,3,1,4
351,3,3,1,4
352,3,3,1,4
353,3,3,1,4
354,3,3,1,4
355,3,3,1,4
356,3,3,1,4
357,3,3,1,4
358,3,3,1,4
359,3,3,1,4
360,3,3,1,4
361,3,3,1,4
362,3,3,1,4
363,3,3,1,4
364,3,3,1,4
365,3,3,1,4
366,3,3,1,4
367,3,3,1,4
368,3,3,1,4
369,3,3,1,4
370,3,3,1,4
371,3,3,1,4
372,3,3,1,4
373,3,3,1,4
374,3,3,1,4
375,3,3,1,4
376,3,3,1,4
377,3,3,1,4
378,3,3,1,4
379,3,3,1,4
380,3,3,1,4
381,3,3,1,4
382,3,3,1,4
383,3,3,1,4
384,3,3,1,4
385,3,3,1,4
386,3,3,1,4
387,3,3,1,4
388,3,3,1,4
389,3,3,1,4
390,3,3,1,4
391,3,3,1,4
392,3,3,1,4
393,3,3,1,4
394,3,3,1,4
395,3,3,1,4
396,3,3,1,4
397,3,3,1,4
398,3,3,1,4
399,3,3,1,4
400,3,3,1,4
401,3,3,1,4
402,3,3,1,4
403,3,3,1,4
404,3,3,1,4
405,3,3,1,4
406,3,3,1,4
407,3,3,1,4
408,3,3,1,4
409,3,3,1,4
410,3,3,1,4
411,3,3,1,4
412,3,3,1,4
413,3,3,1,4
414,3,3,1,4
415,3,3,1,4
416,3,3,1,4
417,3,3,1,4
418,3,3,1,4
419,3,3,1,4
420,3,3,1,4
421,3,3,1,4
422,3,3,1,4
423,3,3,1,4
424,3,3,1,4
425,3,3,1,4
426,3,3,1,4
427,3,3,1,4
428,3,3,1,4
429,3,3,1,4
430,3,3,1,4
431,3,3,1,4
432,3,3,1,4
433,3,3,1,4
434,3,3,1,4
435,3,3,1,4
436,3,3,1,4
437,3,3,1,4
438,3,3,1,4
439,3,3,1,4
440,3,3,1,4
441,3,3,1,4
442,3,3,1,4
443,3,3,1,4
444,3,3,1,4
445,3,3,1,4
446,3,3,1,4
447,3,3,1,4
448,3,3,1,4
449,3,3,1,4
450,3,3,1,4
451,3,3,1,4
452,3,3,1,4
453,3,3,1,4
454,3,3,1,4
455,3,3,1,4
456,3,3,1,4
457,3,3,1,4
458,3,3,1,4
459,3,3,1,4
460,3,3,1,4
461,3,3,1,4
462,3,3,1,4
463,3,3,1,4
464,3,3,1,4
465,3,3,1,4
466,3,3,1,4
467,3,3,1,4
468,3,3,1,4
469,3,3,1,4
470,3,3,1,4
471,3,3,1,4
472,3,3,1,4
473,3,3,1,4
474,3,3,1,4
475,3,3,1,4
476,3,3,1,4
477,3,3,1,4
478,3,3,1,4
479,3,3,1,4
480,3,3,1,4
481,3,3,1,4
482,3,3,1,4
483,3,3,1,4
484,3,3,1,4
485,3,3,1,4
486,3,3,1,4
487,3,3,1,4
488,3,3,1,4
489,3,3,1,4
490,3,3,1,4
491,3,3,1,4
492,3,3,1,4
493,3,3,1,4
494,3,3,1,4
495,3,3,1,4
496,3,3,1,4
497,3,3,1,4
498,3,3,1,4
499,3,3,1,4
500,3,3,1,4
501,3,3,1,4
502,3,3,1,4
503,3,3,1,4
504,3,3,1,4
505,3,3,1,4
506,3,3,1,4
507,3,3,1,4
508,3,3,1,4
509,3,3,1,4
510,3,3,1,4
511,3,3,1,4
512,3,3,1,4
513,3,3,1,4
514,3,3,1,4
515,3,3,1,4
516,3,3,1,4
517,3,3,1,4
518,3,3,1,4
519,3,3,1,4
520,3,3,1,4
521,3,3,1,4
522,3,3,1,4
523,3,3,1,4
524,3,3,1,4
525,3,3,1,4
526,3,3,1,4
527,3,3,1,4
528,3,3,1,4
529,3,3,1,4
530,3,3,1,4
531,3,3,1,4
532,3,3,1,4
533,3,3,1,4
534,3,3,1,4
535,3,3,1,4
536,3,3,1,4
537,3,3,1,4
538,3,3,1,4
539,3,3,1,4
540,3,3,1,4
541,3,3,1,4
542,3,3,1,4
543,3,3,1,4
544,3,3,1,4
545,3,3,1,4
546,3,3,1,4
547,3,3,1,4
548,3,3,1,4
549,3,3,1,4
550,3,3,1,4
551,3,3,1,4
552,3,3,1,4
553,3,3,1,4
554,3,3,1,4
555,3,3,1,4
556,3,3,1,4
557,3,3,1,4
558,3,3,1,4
559,3,3,1,4
560,3,3,1,4
561,3,3,1,4
562,3,3,1,4
563,3,3,1,4
564,3,3,1,4
565,3,3,1,4
566,3,3,1,4
567,3,3,1,4
568,3,3,1,4
569,3,3,1,4
570,3,3,1,4
571,3,3,1,4
572,3,3,1,4
573,3,3,1,4
574,3,3,1,4
575,3,3,1,4
576,3,3,1,4
577,3,3,1,4
578,3,3,1,4
579,3,3,1,4
580,3,3,1,4
581,3,3,1,4
582,3,3,1,4
583,3,3,1,4
584,3,3,1,4
585,3,3,1,4
586,3,3,1,4
587,3,3,1,4
588,3,3,1,4
589,3,3,1,4
590,3,3,1,4
591,3,3,1,4
592,3,3,1,4
593,3,3,1,4
594,3,3,1,4
595,3,3,1,4
596,3,3,1,4
597,3,3,1,4
598,3,3,1,4
599,3,3,1,4
600,3,3,1,4
601,3,3,1,4
602,3,3,1,4
603,3,3,1,4
604,3,3,1,4
605,3,3,1,4
606,3,3,1,4
607,3,3,1,4
608,3,3,1,4
609,3,3,1,4
610,3,3,1,4
611,3,3,1,4
612,3,3,1,4
