No,torch_tf_max_diff,torch_tf_mean_diff,torch_mindspore_max_diff,torch_mindspore_mean_diff,tf_mindspore_max_diff,tf_mindspore_mean_diff,avg_max_diff,avg_mean_diff,channels,model,fail_time
21,3.22E-05,8.15E-07,1.76E-05,3.09E-07,3.17E-05,8.50E-07,2.72E-05,6.58E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
22,4.95E-06,4.53E-07,2.80E-06,1.43E-07,5.16E-06,4.32E-07,4.30E-06,3.43E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:2  from:1 to:2 operator:-1  ,0
23,3.22E-06,1.68E-07,3.22E-06,9.45E-08,3.16E-06,1.65E-07,3.20E-06,1.43E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
24,3.34E-06,1.66E-07,3.28E-06,8.56E-08,3.34E-06,1.55E-07,3.32E-06,1.36E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
25,4.89E-06,6.69E-07,3.04E-06,1.63E-07,4.83E-06,6.24E-07,4.25E-06,4.85E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:2  from:1 to:2 operator:-1  ,0
26,4.26E-06,1.07E-06,5.72E-06,2.35E-07,4.41E-06,1.08E-06,4.80E-06,7.93E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
27,3.22E-06,2.91E-07,2.62E-06,1.53E-07,3.16E-06,2.92E-07,3.00E-06,2.45E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:7  from:1 to:2 operator:-1  ,0
28,3.10E-06,4.01E-07,2.09E-06,8.78E-08,3.10E-06,4.17E-07,2.76E-06,3.02E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:14  from:1 to:2 operator:-1  ,0
29,3.58E-05,1.06E-06,2.05E-05,2.59E-07,3.62E-05,1.07E-06,3.08E-05,7.95E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
30,1.31E-05,5.01E-07,1.28E-05,2.60E-07,1.30E-05,5.06E-07,1.30E-05,4.22E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
31,1.48E-05,7.71E-07,1.26E-05,2.25E-07,1.45E-05,7.72E-07,1.40E-05,5.89E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
32,1.88E-05,7.65E-07,1.70E-05,2.73E-07,1.90E-05,8.42E-07,1.83E-05,6.26E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
33,5.93E-06,5.23E-07,5.78E-06,3.67E-07,5.60E-06,3.51E-07,5.77E-06,4.14E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
34,3.22E-05,1.70E-06,2.15E-05,4.41E-07,3.15E-05,1.70E-06,2.84E-05,1.28E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
35,1.30E-05,7.12E-07,9.78E-06,2.53E-07,1.30E-05,7.36E-07,1.19E-05,5.67E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:1  ,0
36,2.93E-05,2.28E-06,3.67E-05,8.94E-07,3.93E-05,2.31E-06,3.51E-05,1.83E-06,0:1 1:1 2:3 3:1 4:1 5:2 6:1 7:1 8:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:11  from:4 to:6 operator:-1  from:6 to:7 operator:1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
37,2.36E-05,5.80E-07,1.29E-05,1.71E-07,2.34E-05,5.72E-07,1.99E-05,4.41E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
38,5.57E-06,4.56E-07,5.42E-06,1.76E-07,5.48E-06,5.20E-07,5.49E-06,3.84E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
39,2.12E-05,6.19E-07,1.81E-05,2.63E-07,2.10E-05,6.73E-07,2.01E-05,5.18E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
40,5.57E-06,4.85E-07,5.30E-06,1.99E-07,5.57E-06,5.01E-07,5.48E-06,3.95E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
41,2.93E-05,8.51E-07,3.22E-05,1.72E-07,3.46E-05,9.00E-07,3.20E-05,6.41E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:13  ,0
42,3.15E-05,5.96E-07,1.86E-05,2.78E-07,3.19E-05,5.72E-07,2.73E-05,4.82E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
43,1.29E-05,6.65E-07,7.99E-06,2.57E-07,1.28E-05,6.43E-07,1.12E-05,5.21E-07,0:1 1:1 2:2 ,from:0 to:1 operator:10  from:0 to:2 operator:14  from:1 to:2 operator:-1  ,0
44,2.98E-05,1.47E-06,3.08E-05,6.60E-07,2.98E-05,1.45E-06,3.01E-05,1.19E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
45,1.29E-05,6.69E-07,1.06E-05,6.04E-07,1.28E-05,9.65E-07,1.21E-05,7.46E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
46,3.34E-06,1.72E-07,3.34E-06,1.15E-07,3.34E-06,1.87E-07,3.34E-06,1.58E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
47,2.86E-05,8.00E-07,2.91E-05,3.88E-07,2.96E-05,7.34E-07,2.91E-05,6.41E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
48,2.05E-05,3.72E-07,8.05E-06,1.40E-07,2.07E-05,3.61E-07,1.64E-05,2.91E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
49,3.40E-06,1.87E-07,3.22E-06,1.14E-07,3.28E-06,1.71E-07,3.30E-06,1.57E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
50,4.83E-06,8.58E-07,5.54E-06,1.72E-07,5.54E-06,8.94E-07,5.30E-06,6.41E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
51,1.91E-05,5.61E-07,2.00E-05,2.26E-07,2.24E-05,5.25E-07,2.05E-05,4.37E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
52,2.77E-05,1.13E-06,1.62E-05,3.29E-07,2.86E-05,1.07E-06,2.42E-05,8.43E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:13  ,0
53,3.46E-06,2.92E-07,3.28E-06,1.43E-07,3.52E-06,2.89E-07,3.42E-06,2.41E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
54,2.62E-05,9.47E-07,1.70E-05,3.27E-07,2.57E-05,9.10E-07,2.30E-05,7.28E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
55,3.08E-05,1.01E-06,1.17E-05,1.79E-07,1.93E-05,1.03E-06,2.06E-05,7.40E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:7  from:1 to:2 operator:-1  ,0
56,1.29E-05,6.78E-07,1.81E-05,2.51E-07,1.74E-05,7.05E-07,1.61E-05,5.45E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:-1  ,0
57,6.20E-06,1.33E-06,7.63E-06,3.24E-07,6.79E-06,1.29E-06,6.87E-06,9.83E-07,0:1 1:1 2:1 ,from:0 to:1 operator:3  from:1 to:2 operator:4  ,0
58,1.80E-05,1.13E-06,8.67E-06,2.18E-07,1.80E-05,1.08E-06,1.49E-05,8.11E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:13  ,0
59,1.26E-05,4.97E-07,1.28E-05,1.91E-07,1.37E-05,4.85E-07,1.30E-05,3.91E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
60,4.65E-05,1.98E-06,3.36E-05,4.70E-07,4.60E-05,1.96E-06,4.20E-05,1.47E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
61,5.75E-06,4.26E-07,5.42E-06,1.50E-07,5.69E-06,4.25E-07,5.62E-06,3.34E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
62,3.52E-06,2.62E-07,2.98E-06,8.40E-08,3.52E-06,2.67E-07,3.34E-06,2.04E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
63,3.34E-05,1.87E-06,1.38E-05,1.51E-07,3.24E-05,1.90E-06,2.65E-05,1.31E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
64,1.99E-05,5.39E-07,3.08E-05,2.95E-07,3.10E-05,6.18E-07,2.72E-05,4.84E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:13  ,0
65,1.36E-05,5.65E-07,6.79E-06,2.41E-07,1.36E-05,5.89E-07,1.13E-05,4.65E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
66,5.36E-06,3.35E-07,4.83E-06,1.80E-07,5.33E-06,2.84E-07,5.18E-06,2.66E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
67,3.90E-06,8.27E-07,3.25E-06,3.14E-07,3.99E-06,8.68E-07,3.72E-06,6.70E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:6  from:1 to:2 operator:13  ,0
68,4.50E-06,2.59E-07,4.53E-06,9.23E-08,4.71E-06,2.68E-07,4.58E-06,2.07E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:13  ,0
69,4.89E-05,1.48E-06,1.17E-05,2.89E-07,4.86E-05,1.49E-06,3.64E-05,1.09E-06,0:1 1:2 2:2 3:1 4:1 5:2 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:14  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:13  ,0
70,2.72E-05,4.73E-07,1.10E-05,2.09E-07,2.72E-05,4.39E-07,2.18E-05,3.74E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
71,5.60E-06,4.69E-07,5.84E-06,2.50E-07,5.30E-06,4.91E-07,5.58E-06,4.04E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:1  ,0
72,2.88E-05,1.95E-06,2.03E-05,5.30E-07,2.96E-05,2.06E-06,2.62E-05,1.51E-06,0:1 1:2 2:3 3:1 4:1 5:2 ,from:0 to:2 operator:9  from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:14  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:13  ,0
73,2.10E-05,3.35E-07,2.00E-05,1.88E-07,1.69E-05,2.90E-07,1.93E-05,2.71E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
74,1.41E-05,5.13E-07,1.41E-05,2.11E-07,1.36E-05,5.21E-07,1.39E-05,4.15E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
75,4.41E-06,2.46E-07,4.50E-06,1.33E-07,4.44E-06,2.93E-07,4.45E-06,2.24E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:13  ,0
76,3.46E-06,1.99E-07,3.40E-06,1.25E-07,3.34E-06,2.03E-07,3.40E-06,1.76E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
77,6.05E-06,6.01E-07,5.63E-06,2.28E-07,5.93E-06,5.37E-07,5.87E-06,4.55E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:13  ,0
78,2.15E-05,2.11E-06,1.50E-05,2.92E-07,2.10E-05,2.10E-06,1.92E-05,1.50E-06,0:1 1:1 2:3 3:1 4:1 5:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:11  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
79,6.08E-06,9.85E-07,5.87E-06,3.61E-07,4.74E-06,8.69E-07,5.56E-06,7.38E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
80,7.75E-06,5.81E-07,8.23E-06,1.19E-07,7.75E-06,5.62E-07,7.91E-06,4.20E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:9  ,0
81,5.10E-06,8.31E-07,5.22E-06,2.26E-07,4.89E-06,9.03E-07,5.07E-06,6.53E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
82,2.86E-05,1.28E-06,2.29E-05,7.57E-07,2.57E-05,1.26E-06,2.57E-05,1.10E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:6  from:1 to:2 operator:-1  ,0
83,3.99E-05,2.73E-06,3.46E-05,5.91E-07,3.95E-05,2.77E-06,3.80E-05,2.03E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:9  ,0
84,4.83E-06,4.49E-07,4.83E-06,4.19E-07,4.83E-06,4.49E-07,4.83E-06,4.39E-07,0:1 1:1 2:1 ,from:0 to:1 operator:6  from:1 to:2 operator:13  ,0
85,3.62E-05,8.32E-07,1.69E-05,2.33E-07,3.60E-05,8.22E-07,2.97E-05,6.29E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:13  ,0
86,4.50E-06,7.98E-07,3.55E-06,1.22E-07,3.90E-06,7.95E-07,3.98E-06,5.72E-07,0:1 1:1 2:3 3:1 4:1 5:2 6:1 7:1 8:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:1  from:4 to:6 operator:-1  from:6 to:7 operator:1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
87,2.36E-05,9.81E-07,1.16E-05,1.99E-07,2.36E-05,9.62E-07,1.96E-05,7.14E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
88,1.02E-05,7.29E-07,9.54E-06,2.52E-07,9.78E-06,8.09E-07,9.82E-06,5.97E-07,0:1 1:1 2:1 ,from:0 to:1 operator:2  from:1 to:2 operator:4  ,0
89,4.82E-05,1.74E-06,3.60E-05,6.88E-07,3.84E-05,1.91E-06,4.08E-05,1.45E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:4  from:5 to:2 operator:-1  ,0
90,3.94E-05,5.10E-06,2.07E-05,9.93E-07,3.90E-05,5.14E-06,3.30E-05,3.75E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
91,2.19E-05,5.82E-07,2.05E-05,2.30E-07,2.15E-05,5.00E-07,2.13E-05,4.37E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
92,6.50E-05,7.60E-06,4.80E-05,1.63E-06,6.51E-05,7.57E-06,5.94E-05,5.60E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:4  ,0
93,4.65E-06,8.39E-07,4.29E-06,1.69E-07,4.71E-06,8.55E-07,4.55E-06,6.21E-07,0:1 1:1 2:3 3:1 4:1 5:2 6:1 7:1 8:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:11  from:4 to:6 operator:-1  from:6 to:7 operator:1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
94,3.58E-06,2.22E-07,3.46E-06,1.03E-07,3.58E-06,2.30E-07,3.54E-06,1.85E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
95,3.46E-05,1.28E-06,3.15E-05,7.48E-07,3.39E-05,1.24E-06,3.33E-05,1.09E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
96,2.00E-05,1.04E-06,2.91E-05,1.68E-07,3.48E-05,1.00E-06,2.80E-05,7.37E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
97,5.90E-06,5.13E-07,5.60E-06,1.78E-07,5.39E-06,4.60E-07,5.63E-06,3.84E-07,0:1 1:1 2:1 ,from:0 to:1 operator:5  from:1 to:2 operator:-1  ,0
98,1.76E-05,1.11E-06,1.13E-05,5.78E-07,1.84E-05,1.22E-06,1.58E-05,9.70E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:1 to:2 operator:-1  ,0
99,3.55E-06,3.17E-07,3.40E-06,1.37E-07,4.12E-06,3.08E-07,3.69E-06,2.54E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:7  ,0
100,3.43E-05,1.06E-06,1.50E-05,2.46E-07,3.48E-05,1.02E-06,2.81E-05,7.75E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
101,9.42E-06,3.50E-07,9.42E-06,2.23E-07,9.66E-06,3.47E-07,9.50E-06,3.07E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
102,5.36E-05,1.88E-06,1.18E-05,5.10E-07,5.44E-05,2.00E-06,3.99E-05,1.46E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:4  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
103,1.69E-05,5.28E-07,1.60E-05,1.37E-07,1.72E-05,4.87E-07,1.67E-05,3.84E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:2  ,0
104,4.23E-05,1.59E-06,3.34E-05,1.43E-06,4.29E-05,2.02E-06,3.95E-05,1.68E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
105,4.83E-06,6.24E-07,5.07E-06,1.60E-07,4.98E-06,5.42E-07,4.96E-06,4.42E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
106,3.50E-05,2.40E-06,3.76E-05,1.05E-06,3.56E-05,2.16E-06,3.61E-05,1.87E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:9  ,0
107,2.77E-05,1.31E-06,2.49E-05,6.38E-07,2.57E-05,1.54E-06,2.61E-05,1.16E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:9  from:3 to:4 operator:-1  from:4 to:5 operator:8  from:5 to:2 operator:-1  ,0
108,1.11E-05,3.32E-07,1.06E-05,2.02E-07,9.78E-06,4.15E-07,1.05E-05,3.16E-07,0:1 1:1 2:1 ,from:0 to:1 operator:10  from:1 to:2 operator:-1  ,0
109,2.72E-05,1.00E-06,3.10E-05,2.82E-07,2.46E-05,9.32E-07,2.76E-05,7.39E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:7  from:5 to:1 operator:-1  from:1 to:2 operator:2  ,0
110,4.05E-05,2.03E-06,3.22E-05,9.77E-07,3.96E-05,2.15E-06,3.74E-05,1.72E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
111,2.81E-05,1.83E-06,3.24E-05,5.84E-07,2.74E-05,2.00E-06,2.93E-05,1.47E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
112,2.17E-05,3.89E-07,2.05E-05,2.48E-07,1.79E-05,4.57E-07,2.00E-05,3.64E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:14  ,0
