No,torch_tf_max_diff,torch_tf_mean_diff,torch_mindspore_max_diff,torch_mindspore_mean_diff,tf_mindspore_max_diff,tf_mindspore_mean_diff,avg_max_diff,avg_mean_diff,channels,model,fail_time
41,2.74E-05,1.07E-06,2.93E-05,6.38E-07,3.10E-05,1.07E-06,2.92E-05,9.25E-07,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
42,2.19E-05,7.46E-07,1.63E-05,2.77E-07,2.24E-05,6.82E-07,2.02E-05,5.69E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
43,3.46E-06,1.63E-07,3.10E-06,1.22E-07,3.40E-06,1.64E-07,3.32E-06,1.50E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:-1  from:1 to:2 operator:-1  ,0
44,2.04E-05,1.98E-06,1.80E-05,9.10E-07,2.00E-05,2.07E-06,1.95E-05,1.65E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
45,4.72E-05,1.21E-06,4.39E-05,1.03E-06,2.26E-05,1.04E-06,3.79E-05,1.10E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:6  ,0
46,3.10E-05,6.25E-07,1.56E-05,2.55E-07,3.05E-05,5.83E-07,2.57E-05,4.87E-07,0:1 1:1 2:1 ,from:0 to:1 operator:12  from:1 to:2 operator:-1  ,0
47,3.50E-05,1.76E-06,3.08E-05,2.88E-07,3.43E-05,1.80E-06,3.34E-05,1.28E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
48,5.66E-06,1.08E-06,5.75E-06,2.21E-07,5.66E-06,1.05E-06,5.69E-06,7.84E-07,0:1 1:1 2:2 ,from:0 to:1 operator:12  from:0 to:2 operator:8  from:1 to:2 operator:-1  ,0
49,3.34E-05,7.83E-07,3.50E-05,2.87E-07,1.92E-05,7.55E-07,2.92E-05,6.09E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
50,1.82E-05,5.55E-07,1.68E-05,2.12E-07,1.81E-05,6.19E-07,1.77E-05,4.62E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
51,1.00E-05,7.37E-07,9.66E-06,2.76E-07,9.54E-06,7.06E-07,9.74E-06,5.73E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:10  from:1 to:2 operator:1  ,0
52,4.11E-05,2.69E-06,3.03E-05,1.32E-06,4.05E-05,2.29E-06,3.73E-05,2.10E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:-1  ,0
53,2.57E-05,1.00E-06,2.43E-05,2.28E-07,2.62E-05,9.72E-07,2.54E-05,7.34E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
54,2.96E-05,1.31E-06,1.60E-05,2.53E-07,2.81E-05,1.39E-06,2.46E-05,9.82E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
55,1.96E-05,1.77E-06,1.86E-05,4.79E-07,1.41E-05,1.76E-06,1.74E-05,1.33E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:9  from:1 to:2 operator:-1  ,0
56,3.74E-05,3.61E-06,3.37E-05,1.22E-06,3.67E-05,4.14E-06,3.60E-05,2.99E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:-1  ,0
57,4.01E-05,1.61E-06,1.61E-05,1.58E-07,3.96E-05,1.59E-06,3.19E-05,1.12E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
58,2.96E-05,8.01E-07,3.10E-05,3.42E-07,1.74E-05,8.56E-07,2.60E-05,6.66E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
59,1.13E-05,7.06E-07,1.35E-05,3.08E-07,1.44E-05,6.92E-07,1.31E-05,5.69E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
60,8.58E-06,6.48E-07,8.23E-06,1.53E-07,8.52E-06,7.60E-07,8.44E-06,5.20E-07,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:-1  ,0
61,1.40E-05,6.39E-07,1.05E-05,3.67E-07,9.60E-06,6.83E-07,1.14E-05,5.63E-07,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
62,4.43E-05,9.15E-07,4.05E-05,3.07E-07,2.31E-05,9.92E-07,3.60E-05,7.38E-07,0:1 1:1 2:1 ,from:0 to:1 operator:5  from:1 to:2 operator:-1  ,0
63,2.57E-05,6.00E-07,7.09E-06,1.66E-07,2.60E-05,6.44E-07,1.96E-05,4.70E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
64,5.17E-06,5.76E-07,3.40E-06,2.48E-07,5.63E-06,5.29E-07,4.73E-06,4.51E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:6  ,0
65,2.57E-05,6.84E-07,2.62E-05,2.36E-07,1.48E-05,6.90E-07,2.23E-05,5.37E-07,0:1 1:1 2:1 ,from:0 to:1 operator:12  from:1 to:2 operator:-1  ,0
66,9.54E-06,7.20E-07,7.75E-06,3.25E-07,9.06E-06,6.52E-07,8.78E-06,5.66E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:14  from:1 to:2 operator:-1  ,0
67,2.72E-05,1.91E-06,3.62E-05,4.22E-07,2.96E-05,1.91E-06,3.10E-05,1.41E-06,0:1 1:1 2:3 3:1 4:1 5:2 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:8  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
68,1.17E-05,5.24E-07,7.63E-06,1.57E-07,1.16E-05,5.01E-07,1.03E-05,3.94E-07,0:1 1:1 2:1 ,from:0 to:1 operator:5  from:1 to:2 operator:-1  ,0
69,5.30E-06,3.50E-07,5.63E-06,1.84E-07,5.75E-06,3.78E-07,5.56E-06,3.04E-07,0:1 1:1 2:1 ,from:0 to:1 operator:12  from:1 to:2 operator:-1  ,0
70,5.39E-06,4.49E-07,5.42E-06,1.40E-07,5.51E-06,4.26E-07,5.44E-06,3.38E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
71,5.13E-06,4.97E-07,4.89E-06,5.24E-07,4.65E-06,4.34E-07,4.89E-06,4.85E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:6  ,0
72,2.62E-05,2.46E-06,2.09E-05,1.06E-06,2.68E-05,2.42E-06,2.46E-05,1.98E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
73,1.45E-05,9.73E-07,1.67E-05,4.20E-07,1.86E-05,9.95E-07,1.66E-05,7.96E-07,0:1 1:1 2:1 ,from:0 to:1 operator:3  from:1 to:2 operator:-1  ,0
74,3.29E-05,1.33E-06,1.73E-05,3.32E-07,3.29E-05,1.30E-06,2.77E-05,9.88E-07,0:1 1:1 2:1 ,from:0 to:1 operator:1  from:1 to:2 operator:-1  ,0
75,3.22E-06,2.07E-07,3.22E-06,8.18E-08,3.22E-06,2.04E-07,3.22E-06,1.64E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
76,2.22E-05,8.94E-07,1.24E-05,4.43E-07,2.22E-05,8.05E-07,1.89E-05,7.14E-07,0:1 1:1 2:2 ,from:0 to:1 operator:12  from:0 to:2 operator:6  from:1 to:2 operator:-1  ,0
77,5.90E-06,6.46E-07,5.42E-06,1.33E-07,5.90E-06,6.89E-07,5.74E-06,4.89E-07,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
78,2.69E-05,7.29E-07,2.00E-05,2.91E-07,2.69E-05,7.03E-07,2.46E-05,5.75E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
79,5.27E-05,7.12E-06,5.13E-05,1.69E-06,5.26E-05,6.73E-06,5.22E-05,5.18E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
80,1.41E-05,5.52E-07,9.54E-06,2.63E-07,1.38E-05,4.72E-07,1.25E-05,4.29E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
81,3.00E-05,2.90E-06,2.04E-05,7.08E-07,2.96E-05,2.84E-06,2.67E-05,2.15E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
82,4.53E-05,2.43E-06,3.39E-05,7.84E-07,4.53E-05,2.49E-06,4.15E-05,1.90E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
83,3.28E-06,1.95E-07,3.46E-06,6.65E-08,3.52E-06,1.88E-07,3.42E-06,1.50E-07,0:1 1:1 2:1 ,from:0 to:1 operator:5  from:1 to:2 operator:-1  ,0
84,1.22E-05,1.04E-06,1.07E-05,6.51E-07,1.22E-05,9.94E-07,1.17E-05,8.95E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:6  from:1 to:2 operator:-1  ,0
85,1.74E-05,8.55E-07,1.62E-05,3.20E-07,1.29E-05,8.64E-07,1.55E-05,6.79E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:3 operator:-1  from:1 to:2 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
86,5.63E-06,5.30E-07,5.78E-06,2.15E-07,5.99E-06,6.36E-07,5.80E-06,4.61E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
87,5.34E-05,2.62E-06,5.01E-05,1.65E-06,5.10E-05,2.96E-06,5.15E-05,2.41E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
88,5.72E-05,1.94E-06,2.50E-05,5.34E-07,5.72E-05,1.95E-06,4.65E-05,1.47E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
89,4.12E-05,3.85E-06,2.91E-05,1.68E-06,4.15E-05,4.09E-06,3.73E-05,3.21E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
90,3.22E-06,2.63E-07,3.07E-06,1.12E-07,3.04E-06,2.60E-07,3.11E-06,2.12E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
91,2.62E-05,1.53E-06,2.72E-05,3.03E-07,3.36E-05,1.50E-06,2.90E-05,1.11E-06,0:1 1:1 2:1 ,from:0 to:1 operator:3  from:1 to:2 operator:-1  ,0
92,3.15E-05,1.56E-06,1.87E-05,3.61E-07,3.24E-05,1.51E-06,2.75E-05,1.14E-06,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:4  ,0
93,9.88E-05,6.22E-06,2.15E-05,8.26E-07,9.93E-05,6.04E-06,7.32E-05,4.36E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
94,2.74E-05,8.33E-07,1.14E-05,4.22E-07,2.67E-05,7.76E-07,2.19E-05,6.77E-07,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:-1  from:1 to:2 operator:-1  ,0
95,5.08E-05,4.74E-06,4.26E-05,1.43E-06,5.03E-05,4.38E-06,4.79E-05,3.51E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:4  ,0
96,2.19E-05,5.04E-07,9.06E-06,1.58E-07,2.19E-05,5.22E-07,1.76E-05,3.94E-07,0:1 1:1 2:1 ,from:0 to:1 operator:12  from:1 to:2 operator:-1  ,0
97,4.05E-05,1.22E-06,2.24E-05,5.62E-07,4.05E-05,1.28E-06,3.45E-05,1.02E-06,0:1 1:1 2:2 ,from:0 to:1 operator:12  from:0 to:2 operator:6  from:1 to:2 operator:-1  ,0
98,3.58E-06,2.41E-07,3.58E-06,8.73E-08,3.64E-06,2.43E-07,3.60E-06,1.90E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
99,1.12E-05,9.61E-07,9.30E-06,6.91E-07,1.22E-05,9.14E-07,1.09E-05,8.55E-07,0:1 1:1 2:2 ,from:0 to:1 operator:12  from:0 to:2 operator:6  from:1 to:2 operator:-1  ,0
100,6.79E-05,3.60E-06,3.34E-05,8.22E-07,3.74E-05,3.48E-06,4.63E-05,2.63E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:14  from:1 to:2 operator:4  ,0
101,3.22E-05,1.21E-06,3.34E-05,7.09E-07,3.36E-05,1.44E-06,3.31E-05,1.12E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
102,2.03E-05,1.01E-06,9.78E-06,6.42E-07,1.98E-05,9.12E-07,1.66E-05,8.56E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:6  ,0
103,3.55E-05,1.79E-06,3.58E-05,7.20E-07,3.70E-05,1.77E-06,3.61E-05,1.43E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:-1  ,0
104,4.43E-05,2.59E-06,2.48E-05,6.34E-07,4.55E-05,2.69E-06,3.82E-05,1.97E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
105,4.39E-05,2.34E-06,4.70E-05,1.63E-06,4.39E-05,2.26E-06,4.49E-05,2.08E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
106,5.71E-05,3.38E-06,6.20E-05,1.08E-06,5.96E-05,3.83E-06,5.96E-05,2.76E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:4  ,0
107,1.91E-05,2.30E-06,1.84E-05,6.21E-07,2.00E-05,2.29E-06,1.92E-05,1.74E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:14  from:1 to:2 operator:4  ,0
108,1.81E-05,1.47E-06,1.45E-05,9.95E-07,1.84E-05,1.52E-06,1.70E-05,1.33E-06,0:1 1:1 2:2 ,from:0 to:1 operator:-1  from:0 to:2 operator:14  from:1 to:2 operator:4  ,0
109,4.66E-05,3.09E-06,3.36E-05,9.60E-07,4.65E-05,3.18E-06,4.22E-05,2.41E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:4  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
110,4.87E-05,4.89E-06,4.22E-05,3.30E-06,4.02E-05,4.88E-06,4.37E-05,4.36E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
111,4.07E-05,2.82E-06,4.15E-05,1.35E-06,4.11E-05,3.19E-06,4.11E-05,2.45E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
112,6.28E-05,4.11E-06,4.52E-05,2.29E-06,6.68E-05,4.44E-06,5.83E-05,3.62E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:4  ,0
113,4.91E-05,3.00E-06,2.84E-05,8.13E-07,4.98E-05,3.13E-06,4.24E-05,2.31E-06,0:1 1:1 2:2 3:1 4:1 5:2 ,from:0 to:1 operator:4  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
114,1.68E-05,2.62E-06,1.76E-05,1.13E-06,1.68E-05,2.51E-06,1.71E-05,2.09E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
115,2.03E-05,6.51E-07,1.12E-05,2.33E-07,2.03E-05,6.48E-07,1.72E-05,5.11E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  ,0
116,1.11E-05,1.41E-06,8.76E-06,2.85E-07,1.10E-05,1.40E-06,1.03E-05,1.03E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
117,1.24E-05,9.32E-07,1.07E-05,2.80E-07,1.22E-05,8.96E-07,1.18E-05,7.03E-07,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:-1  from:0 to:2 operator:5  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
118,4.47E-05,2.05E-06,5.29E-05,1.23E-06,4.45E-05,2.16E-06,4.74E-05,1.81E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
119,3.25E-05,5.63E-06,2.19E-05,1.22E-06,3.15E-05,5.68E-06,2.86E-05,4.18E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:10  ,0
120,2.21E-05,2.70E-06,2.57E-05,3.99E-07,2.22E-05,2.71E-06,2.33E-05,1.94E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:-1  ,0
121,2.78E-05,3.13E-06,2.81E-05,1.30E-06,2.63E-05,3.27E-06,2.74E-05,2.57E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:9  ,0
122,3.60E-05,1.34E-06,3.41E-05,5.38E-07,3.58E-05,1.25E-06,3.53E-05,1.04E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:-1  ,0
