id,longest path,total edge,rate,total vertex
328,17,17,1,18
329,17,17,1,18
330,17,17,1,18
331,17,17,1,18
332,17,17,1,18
333,17,17,1,18
334,17,17,1,18
335,17,17,1,18
336,17,17,1,18
337,17,17,1,18
338,17,17,1,18
