id,longest path,total edge,rate,total vertex
1039,11,20,0.55,18
1052,11,19,0.578947368,18
1056,11,15,0.733333333,15
1073,11,15,0.733333333,15
1133,11,21,0.523809524,21
1144,11,15,0.733333333,15
1152,11,21,0.523809524,21
1162,11,19,0.578947368,18
1165,11,21,0.523809524,21
1166,11,15,0.733333333,15
1185,8,15,0.533333333,15
1194,11,21,0.523809524,21
1214,11,15,0.733333333,15
1326,11,15,0.733333333,15
1327,11,21,0.523809524,21
1345,11,12,0.916666667,12
1347,11,21,0.523809524,21
1348,11,21,0.523809524,21
1375,11,21,0.523809524,21
1393,11,21,0.523809524,21
1401,11,21,0.523809524,21
1421,11,21,0.523809524,21
1422,11,21,0.523809524,21
1433,11,21,0.523809524,21
1441,11,15,0.733333333,15
1442,11,15,0.733333333,15
1443,11,21,0.523809524,21
1444,11,21,0.523809524,21
1451,11,21,0.523809524,21
1460,11,21,0.523809524,21
1473,11,15,0.733333333,15
1475,11,21,0.523809524,21
1491,11,15,0.733333333,15
1514,11,21,0.523809524,21
1519,11,21,0.523809524,21
1543,11,21,0.523809524,21
1545,11,21,0.523809524,21
1566,11,21,0.523809524,21
1578,11,21,0.523809524,21
1603,17,25,0.68,24
1615,11,21,0.523809524,21
1634,11,21,0.523809524,21
1643,11,21,0.523809524,21
1660,11,21,0.523809524,21
1668,11,15,0.733333333,15
1683,11,21,0.523809524,21
1741,11,15,0.733333333,15
1757,8,15,0.533333333,15
1770,11,21,0.523809524,21
1773,11,15,0.733333333,15
1778,11,21,0.523809524,21
1779,11,21,0.523809524,21
1781,11,21,0.523809524,21
1790,11,21,0.523809524,21
1793,11,21,0.523809524,21
1795,11,21,0.523809524,21
1805,11,21,0.523809524,21
1807,11,21,0.523809524,21
1810,11,21,0.523809524,21
1812,11,21,0.523809524,21
1813,11,21,0.523809524,21
1832,11,18,0.611111111,18
1837,11,21,0.523809524,21
1858,11,11,1,12
1862,11,21,0.523809524,21
1873,11,18,0.611111111,18
1878,11,21,0.523809524,21
1885,11,21,0.523809524,21
1887,11,21,0.523809524,21
1894,11,21,0.523809524,21
1904,11,21,0.523809524,21
1912,11,21,0.523809524,21
1915,11,15,0.733333333,15
1936,11,21,0.523809524,21
1945,8,17,0.470588235,15
1960,11,21,0.523809524,21
1968,11,15,0.733333333,15
1982,11,18,0.611111111,18
1987,11,21,0.523809524,21
1996,11,21,0.523809524,21
2013,11,21,0.523809524,21
2016,11,21,0.523809524,21
2017,11,21,0.523809524,21
2028,11,21,0.523809524,21
2043,11,15,0.733333333,15
2067,11,21,0.523809524,21
2074,17,27,0.62962963,27
2076,11,21,0.523809524,21
2087,11,21,0.523809524,21
2111,11,21,0.523809524,21
2119,11,21,0.523809524,21
2124,11,21,0.523809524,21
2126,11,21,0.523809524,21
2137,11,21,0.523809524,21
2139,11,21,0.523809524,21
2140,11,21,0.523809524,21
2156,11,21,0.523809524,21
2168,11,21,0.523809524,21
2173,11,21,0.523809524,21
2179,11,21,0.523809524,21
2189,10,15,0.666666667,15
2191,11,21,0.523809524,21
2193,11,21,0.523809524,21
2208,11,21,0.523809524,21
2214,11,21,0.523809524,21
2222,11,21,0.523809524,21
2225,11,21,0.523809524,21
2234,11,15,0.733333333,15
2240,11,21,0.523809524,21
2242,11,21,0.523809524,21
2250,11,21,0.523809524,21
2256,11,21,0.523809524,21
2257,11,21,0.523809524,21
2262,11,21,0.523809524,21
2265,11,21,0.523809524,21
2266,11,21,0.523809524,21
2267,11,12,0.916666667,12
2269,11,21,0.523809524,21
2271,11,21,0.523809524,21
2274,11,21,0.523809524,21
2277,11,21,0.523809524,21
2291,11,22,0.5,21
2294,11,21,0.523809524,21
2298,11,22,0.5,21
2300,11,21,0.523809524,21
2302,11,21,0.523809524,21
2309,11,21,0.523809524,21
