No,torch_tf_max_diff,torch_tf_mean_diff,torch_mindspore_max_diff,torch_mindspore_mean_diff,tf_mindspore_max_diff,tf_mindspore_mean_diff,avg_max_diff,avg_mean_diff,channels,model,fail_time
2380,0.000147581,1.40E-05,0.000163794,1.41E-05,2.69E-05,1.55E-06,0.000112772,9.88E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2381,0.000168182,2.19E-05,0.000175223,2.19E-05,2.13E-05,1.52E-06,0.000121576,1.51E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2382,0.000124931,1.57E-05,0.000124455,1.58E-05,1.55E-05,1.90E-06,8.83E-05,1.11E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2383,3.24E-05,2.48E-06,2.91E-05,2.45E-06,1.79E-05,3.43E-07,2.65E-05,1.76E-06,0:1 1:1 2:1 ,from:0 to:1 operator:5  from:1 to:2 operator:6  ,0
2384,1.80E-05,3.92E-06,2.03E-05,3.87E-06,5.13E-06,3.28E-07,1.45E-05,2.71E-06,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:4  from:0 to:3 operator:-1  from:1 to:2 operator:6  from:3 to:4 operator:6  from:4 to:6 operator:-1  from:6 to:7 operator:1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
2385,0.000127077,1.00E-05,0.00012815,9.64E-06,2.72E-05,1.39E-06,9.41E-05,7.01E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2386,0.000137076,1.96E-05,0.000137925,1.98E-05,2.34E-05,1.39E-06,9.95E-05,1.36E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2387,0.000133991,1.30E-05,0.000133276,1.28E-05,2.88E-05,1.88E-06,9.87E-05,9.19E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2388,0.000111341,1.28E-05,0.000109434,1.28E-05,2.77E-05,2.17E-06,8.28E-05,9.28E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2389,4.32E-05,5.37E-06,4.32E-05,5.38E-06,1.67E-05,3.57E-07,3.43E-05,3.70E-06,0:1 1:2 2:1 3:1 4:1 5:2 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:5  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:6  ,0
2390,2.38E-05,2.76E-06,2.34E-05,2.84E-06,3.03E-05,9.38E-07,2.58E-05,2.18E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:4  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
2391,2.87E-05,5.13E-06,2.79E-05,4.98E-06,2.31E-05,9.54E-07,2.66E-05,3.69E-06,0:1 1:1 2:2 3:1 4:1 5:2 ,from:0 to:1 operator:4  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:5  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
2392,1.42E-05,1.79E-06,1.18E-05,1.79E-06,7.57E-06,5.72E-07,1.12E-05,1.38E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:3  ,0
2393,0.000120886,1.76E-05,0.000120983,1.78E-05,1.40E-05,1.32E-06,8.53E-05,1.22E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2394,0.000161409,1.37E-05,0.000152111,1.32E-05,4.91E-05,2.08E-06,0.000120878,9.68E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2395,5.14E-05,6.72E-06,5.84E-05,6.85E-06,9.12E-06,7.03E-07,3.96E-05,4.76E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:7  from:1 to:2 operator:6  ,0
2396,4.11E-05,7.23E-06,3.82E-05,7.07E-06,8.34E-06,8.25E-07,2.92E-05,5.04E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2397,4.07E-05,7.39E-06,4.07E-05,7.38E-06,8.88E-06,6.48E-07,3.01E-05,5.14E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2398,0.000114918,8.90E-06,0.0001297,9.22E-06,4.01E-05,1.36E-06,9.49E-05,6.49E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2399,9.37E-05,1.21E-05,9.35E-05,1.24E-05,2.55E-05,1.38E-06,7.09E-05,8.62E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2400,2.11E-05,3.36E-06,2.00E-05,3.41E-06,5.19E-06,4.81E-07,1.54E-05,2.42E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:2  from:1 to:2 operator:6  ,0
2401,0.000149399,2.01E-05,0.000147961,2.01E-05,2.24E-05,1.32E-06,0.000106587,1.39E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2402,8.38E-05,1.45E-05,8.38E-05,1.44E-05,2.23E-05,1.64E-06,6.33E-05,1.02E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2403,0.000131845,8.54E-06,0.000126362,9.03E-06,4.46E-05,1.57E-06,0.000100931,6.38E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2404,8.70E-05,1.51E-05,8.87E-05,1.52E-05,1.98E-05,1.72E-06,6.52E-05,1.07E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2405,0.000130177,9.27E-06,0.000112057,9.29E-06,4.39E-05,1.24E-06,9.54E-05,6.60E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2406,0.000225715,1.99E-05,0.000218268,1.98E-05,1.53E-05,1.19E-06,0.000153081,1.37E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2407,4.12E-05,3.54E-06,4.67E-05,3.42E-06,2.22E-05,5.97E-07,3.67E-05,2.52E-06,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:12  from:4 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:6  ,0
2408,7.56E-05,6.74E-06,7.53E-05,6.76E-06,1.35E-05,8.79E-07,5.48E-05,4.79E-06,0:1 1:1 2:2 3:1 4:1 5:1 ,from:0 to:1 operator:4  from:0 to:3 operator:-1  from:1 to:2 operator:6  from:3 to:4 operator:6  from:4 to:5 operator:11  from:5 to:2 operator:-1  ,0
2409,2.86E-05,1.76E-06,2.67E-05,1.66E-06,1.69E-05,7.22E-07,2.41E-05,1.38E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:14  ,0
2410,0.0001086,1.41E-05,0.000109434,1.37E-05,2.69E-05,1.18E-06,8.17E-05,9.66E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2411,6.68E-05,2.85E-06,5.41E-05,2.94E-06,4.86E-05,9.55E-07,5.65E-05,2.25E-06,0:1 1:1 2:1 ,from:0 to:1 operator:1  from:1 to:2 operator:6  ,0
2412,0.000107408,8.14E-06,9.92E-05,8.19E-06,4.05E-05,1.16E-06,8.24E-05,5.83E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2413,0.000106096,1.12E-05,0.000110388,1.13E-05,5.87E-05,2.17E-06,9.17E-05,8.23E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2414,0.0001297,1.25E-05,0.000155449,1.25E-05,3.19E-05,1.63E-06,0.000105699,8.87E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2415,8.36E-05,1.45E-05,8.07E-05,1.44E-05,1.27E-05,9.93E-07,5.90E-05,9.99E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2416,4.60E-05,7.60E-06,4.58E-05,7.62E-06,1.07E-05,8.88E-07,3.42E-05,5.37E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2417,0.000104427,6.25E-06,0.000105858,6.19E-06,2.69E-05,1.11E-06,7.91E-05,4.52E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:11  from:1 to:2 operator:6  ,0
2418,0.000144243,1.58E-05,0.000145197,1.56E-05,2.03E-05,1.77E-06,0.000103235,1.11E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2419,3.28E-05,7.13E-06,3.27E-05,7.01E-06,8.34E-06,7.85E-07,2.46E-05,4.97E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2420,3.81E-05,4.08E-06,3.72E-05,4.08E-06,2.06E-05,7.18E-07,3.20E-05,2.96E-06,0:1 1:1 2:2 3:1 4:1 5:2 ,from:0 to:1 operator:4  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:8  from:4 to:5 operator:10  from:5 to:2 operator:-1  ,0
2421,3.53E-05,6.10E-06,3.58E-05,6.12E-06,1.50E-05,7.02E-07,2.87E-05,4.31E-06,0:1 1:1 2:3 3:1 4:1 5:2 ,from:0 to:1 operator:4  from:0 to:3 operator:-1  from:1 to:2 operator:6  from:3 to:4 operator:-1  from:3 to:5 operator:14  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
2422,0.00013715,1.60E-05,0.000133157,1.59E-05,1.57E-05,1.08E-06,9.53E-05,1.10E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2423,0.000120819,1.03E-05,0.000120044,1.03E-05,2.36E-05,1.18E-06,8.82E-05,7.27E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2424,9.94E-05,1.41E-05,0.000107169,1.38E-05,3.10E-05,1.64E-06,7.92E-05,9.84E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2425,0.000156388,1.91E-05,0.000171998,1.98E-05,4.10E-05,2.05E-06,0.000123141,1.37E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2426,0.000180721,1.03E-05,0.000179291,1.03E-05,4.72E-05,1.84E-06,0.00013574,7.50E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2427,9.42E-05,1.13E-05,0.000106812,1.12E-05,1.88E-05,1.00E-06,7.33E-05,7.83E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2428,9.48E-05,7.73E-06,8.53E-05,7.96E-06,3.53E-05,1.51E-06,7.18E-05,5.73E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2429,9.87E-05,8.10E-06,0.000129223,8.85E-06,5.01E-05,1.50E-06,9.27E-05,6.15E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2430,9.06E-06,1.95E-06,8.88E-06,1.94E-06,4.53E-06,2.17E-07,7.49E-06,1.37E-06,0:1 1:1 2:1 ,from:0 to:1 operator:6  from:1 to:2 operator:6  ,0
2431,0.000156403,9.68E-06,0.000156879,9.79E-06,2.63E-05,9.42E-07,0.000113209,6.80E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2432,1.69E-05,4.34E-06,1.69E-05,4.35E-06,6.91E-06,4.99E-07,1.36E-05,3.06E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:12  from:1 to:2 operator:6  ,0
2433,2.44E-05,4.96E-06,2.50E-05,4.89E-06,2.77E-05,8.59E-07,2.57E-05,3.57E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:4  ,0
2434,0.000127792,1.62E-05,0.000128746,1.51E-05,4.36E-05,2.35E-06,0.000100056,1.12E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2435,3.41E-05,7.47E-06,3.44E-05,7.67E-06,6.94E-06,7.38E-07,2.51E-05,5.29E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2436,9.87E-05,6.71E-06,9.97E-05,6.49E-06,2.72E-05,1.37E-06,7.52E-05,4.86E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:12  from:1 to:2 operator:6  ,0
2437,0.000124305,1.63E-05,0.000125974,1.63E-05,1.41E-05,1.33E-06,8.81E-05,1.13E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2438,9.92E-05,8.10E-06,9.99E-05,8.03E-06,1.96E-05,8.01E-07,7.29E-05,5.64E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:8  from:1 to:2 operator:6  ,0
2439,0.000104189,1.19E-05,0.000103474,1.18E-05,3.58E-05,2.64E-06,8.11E-05,8.80E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:9  from:1 to:2 operator:6  ,0
2440,4.94E-05,5.25E-06,5.03E-05,5.14E-06,2.05E-05,7.90E-07,4.01E-05,3.73E-06,0:1 1:1 2:3 3:1 4:1 5:2 ,from:0 to:1 operator:4  from:0 to:3 operator:-1  from:1 to:2 operator:6  from:3 to:4 operator:-1  from:3 to:5 operator:14  from:4 to:5 operator:5  from:5 to:2 operator:-1  ,0
2441,2.22E-05,2.81E-06,2.36E-05,2.87E-06,1.73E-05,1.02E-06,2.10E-05,2.24E-06,0:1 1:1 2:2 3:1 4:1 5:2 ,from:0 to:1 operator:4  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:5 operator:14  from:4 to:5 operator:10  from:5 to:2 operator:-1  ,0
2442,3.92E-05,7.79E-06,3.93E-05,7.75E-06,5.99E-06,5.81E-07,2.82E-05,5.37E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2443,3.94E-05,8.13E-06,3.90E-05,7.94E-06,6.50E-06,6.73E-07,2.83E-05,5.58E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2444,1.01E-05,1.92E-06,1.08E-05,1.93E-06,4.59E-06,1.76E-07,8.50E-06,1.34E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:1 operator:-1  from:1 to:2 operator:6  ,0
2445,0.000145629,1.83E-05,0.000146136,1.84E-05,1.25E-05,1.17E-06,0.000101425,1.26E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2446,7.10E-05,5.71E-06,6.71E-05,5.57E-06,3.81E-05,8.88E-07,5.88E-05,4.06E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2447,4.41E-05,2.05E-06,4.01E-05,2.03E-06,3.62E-05,1.01E-06,4.01E-05,1.70E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:3  ,0
2448,8.25E-05,1.05E-05,8.18E-05,1.05E-05,1.30E-05,1.11E-06,5.91E-05,7.38E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:10  from:1 to:2 operator:6  ,0
2449,0.000116348,1.71E-05,0.000117302,1.72E-05,2.00E-05,1.97E-06,8.46E-05,1.21E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2450,0.000156164,1.54E-05,0.000156403,1.58E-05,3.98E-05,1.73E-06,0.000117461,1.10E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2451,7.75E-05,4.76E-06,7.06E-05,4.85E-06,3.81E-05,1.16E-06,6.21E-05,3.59E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:2  from:1 to:2 operator:6  ,0
2452,9.99E-05,1.34E-05,9.51E-05,1.34E-05,2.12E-05,1.80E-06,7.21E-05,9.53E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2453,0.000119686,8.88E-06,0.000120878,9.22E-06,4.05E-05,1.32E-06,9.37E-05,6.47E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2454,8.76E-05,1.34E-05,8.68E-05,1.34E-05,8.02E-06,6.95E-07,6.08E-05,9.15E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:10  from:1 to:2 operator:6  ,0
2455,0.000111699,8.55E-06,0.000109434,8.65E-06,6.29E-05,1.63E-06,9.47E-05,6.28E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2456,0.000139713,1.59E-05,0.000137091,1.56E-05,2.22E-05,1.92E-06,9.97E-05,1.11E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2457,4.15E-05,2.64E-06,3.70E-05,2.82E-06,6.77E-05,1.86E-06,4.87E-05,2.44E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:1  ,0
2458,0.00011301,9.48E-06,0.000108719,9.08E-06,6.48E-05,1.90E-06,9.55E-05,6.82E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2459,0.000152111,1.06E-05,0.000151634,1.05E-05,4.20E-05,1.14E-06,0.000115236,7.44E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2460,3.23E-05,6.56E-06,3.24E-05,6.49E-06,5.72E-06,5.90E-07,2.35E-05,4.55E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2461,7.75E-06,1.82E-06,7.63E-06,1.88E-06,8.82E-06,4.84E-07,8.07E-06,1.39E-06,0:1 1:1 2:1 3:1 4:1 5:1 ,from:0 to:1 operator:4  from:1 to:3 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:2 operator:-1  ,0
2462,0.000157833,1.39E-05,0.000156879,1.34E-05,3.10E-05,1.70E-06,0.000115236,9.66E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2463,8.24E-05,1.52E-05,8.63E-05,1.53E-05,2.57E-05,1.97E-06,6.48E-05,1.08E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2464,0.000144832,2.01E-05,0.000141144,2.02E-05,2.62E-05,1.78E-06,0.000104047,1.40E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2465,8.11E-05,6.49E-06,8.03E-05,6.61E-06,5.10E-05,1.34E-06,7.08E-05,4.81E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:13  from:1 to:2 operator:6  ,0
2466,0.000137568,9.78E-06,0.000132799,1.01E-05,6.72E-05,2.57E-06,0.000112534,7.50E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2467,6.94E-05,1.12E-05,8.03E-05,1.14E-05,2.35E-05,1.80E-06,5.77E-05,8.15E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2468,7.80E-05,1.19E-05,7.87E-05,1.20E-05,9.67E-06,8.55E-07,5.54E-05,8.27E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:1  from:1 to:2 operator:6  ,0
2469,0.000166178,1.06E-05,0.000168562,1.08E-05,4.82E-05,1.63E-06,0.000127633,7.69E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2470,4.33E-05,7.83E-06,4.32E-05,7.96E-06,5.90E-06,5.43E-07,3.08E-05,5.45E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2471,0.000102043,8.52E-06,0.000102997,8.44E-06,3.03E-05,1.17E-06,7.84E-05,6.04E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2472,0.00020504,1.23E-05,0.000202656,1.27E-05,3.79E-05,2.24E-06,0.000148535,9.07E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2473,5.96E-05,3.80E-06,6.18E-05,3.81E-06,2.55E-05,6.68E-07,4.90E-05,2.76E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:3  from:1 to:2 operator:6  ,0
2474,8.23E-05,1.30E-05,8.62E-05,1.32E-05,1.03E-05,1.09E-06,5.96E-05,9.09E-06,0:1 1:1 2:1 ,from:0 to:1 operator:9  from:1 to:2 operator:6  ,0
2475,4.12E-05,8.04E-06,4.39E-05,8.01E-06,1.06E-05,6.76E-07,3.19E-05,5.58E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2476,0.000105858,1.56E-05,9.98E-05,1.54E-05,2.25E-05,1.86E-06,7.61E-05,1.09E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2477,0.000141144,1.16E-05,0.000130177,1.09E-05,5.82E-05,2.36E-06,0.000109831,8.27E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2478,0.000183105,1.69E-05,0.000184536,1.66E-05,3.10E-05,2.52E-06,0.000132879,1.20E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2479,0.000148349,2.03E-05,0.000148416,2.01E-05,1.52E-05,1.27E-06,0.000103978,1.39E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2480,6.76E-05,8.87E-06,7.05E-05,9.09E-06,1.38E-05,1.09E-06,5.06E-05,6.35E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:3  from:1 to:2 operator:6  ,0
2481,8.44E-05,4.38E-06,7.94E-05,4.37E-06,2.57E-05,4.78E-07,6.32E-05,3.08E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:7  from:1 to:2 operator:6  ,0
2482,7.33E-05,1.15E-05,7.31E-05,1.14E-05,1.44E-05,1.06E-06,5.36E-05,8.01E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:10  from:1 to:2 operator:6  ,0
2483,0.000193596,1.28E-05,0.000193596,1.27E-05,3.34E-05,1.74E-06,0.00014019,9.07E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2484,3.86E-05,2.27E-06,4.20E-05,2.34E-06,2.26E-05,6.87E-07,3.44E-05,1.77E-06,0:1 1:1 2:1 ,from:0 to:1 operator:8  from:1 to:2 operator:6  ,0
2485,7.65E-05,1.19E-05,7.70E-05,1.17E-05,1.19E-05,1.54E-06,5.52E-05,8.38E-06,0:1 1:1 2:2 3:1 4:1 5:1 6:1 7:1 8:1 ,from:0 to:1 operator:4  from:0 to:3 operator:-1  from:1 to:2 operator:6  from:3 to:4 operator:11  from:4 to:6 operator:-1  from:6 to:7 operator:8  from:7 to:8 operator:10  from:8 to:5 operator:-1  from:5 to:2 operator:-1  ,0
2486,0.000137568,8.20E-06,0.000139952,8.33E-06,2.15E-05,7.68E-07,9.97E-05,5.77E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2487,0.000126753,1.66E-05,0.00012907,1.66E-05,1.19E-05,9.59E-07,8.92E-05,1.14E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2488,0.000114918,1.26E-05,0.00011611,1.24E-05,2.00E-05,1.48E-06,8.37E-05,8.84E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2489,9.37E-05,1.49E-05,9.35E-05,1.49E-05,1.72E-05,1.30E-06,6.81E-05,1.04E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2490,5.59E-06,1.00E-06,5.56E-06,9.82E-07,3.34E-06,1.84E-07,4.83E-06,7.23E-07,0:1 1:1 2:1 ,from:0 to:1 operator:5  from:1 to:2 operator:6  ,0
2491,0.000145912,1.31E-05,0.000129461,1.26E-05,3.29E-05,1.70E-06,0.000102758,9.13E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2492,8.18E-05,9.40E-06,8.20E-05,9.05E-06,2.46E-05,1.17E-06,6.28E-05,6.54E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2493,0.000164509,1.37E-05,0.000165463,1.43E-05,3.86E-05,2.15E-06,0.000122865,1.00E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2494,6.97E-06,1.17E-06,5.66E-06,1.08E-06,3.58E-06,3.36E-07,5.40E-06,8.63E-07,0:1 1:1 2:1 ,from:0 to:1 operator:-1  from:1 to:2 operator:6  ,0
2495,7.58E-05,6.83E-06,7.37E-05,6.57E-06,5.91E-05,1.33E-06,6.95E-05,4.91E-06,0:1 1:1 2:2 ,from:0 to:1 operator:4  from:0 to:2 operator:1  from:1 to:2 operator:6  ,0
2496,0.000128269,9.97E-06,0.000127792,9.90E-06,2.34E-05,1.38E-06,9.31E-05,7.08E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2497,0.000147581,1.05E-05,0.000146866,1.07E-05,3.79E-05,1.57E-06,0.000110785,7.57E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2498,2.48E-05,2.16E-06,2.34E-05,2.20E-06,3.34E-05,5.33E-07,2.72E-05,1.63E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:8  ,0
2499,0.000146478,2.15E-05,0.000146151,2.16E-05,2.66E-05,1.47E-06,0.000106424,1.49E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2500,4.34E-05,4.03E-06,2.43E-05,4.04E-06,2.17E-05,7.38E-07,2.98E-05,2.94E-06,0:1 1:1 2:1 ,from:0 to:1 operator:6  from:1 to:2 operator:6  ,0
2501,0.000125527,1.13E-05,0.000129104,1.17E-05,3.96E-05,1.23E-06,9.81E-05,8.07E-06,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
2502,7.39E-06,1.51E-06,7.39E-06,1.51E-06,4.53E-06,1.26E-07,6.44E-06,1.05E-06,0:1 1:1 2:1 ,from:0 to:1 operator:2  from:1 to:2 operator:6  ,0
2503,0.000128984,1.73E-05,0.000126839,1.70E-05,2.16E-05,1.92E-06,9.25E-05,1.21E-05,0:1 1:1 2:1 ,from:0 to:1 operator:4  from:1 to:2 operator:6  ,0
