model_id,最长通路,总边数,比例,总节点数
random-002673,6,6,1,7
random-002674,6,6,1,7
random-002675,6,14,0.428571429,13
random-002676,7,7,1,8
random-002677,7,7,1,8
random-002678,7,7,1,8
random-002679,7,7,1,8
random-002680,7,7,1,8
random-002681,7,7,1,8
random-002682,7,7,1,8
random-002683,7,11,0.636363636,11
random-002684,6,6,1,7
random-002685,6,6,1,7
random-002686,9,13,0.692307692,13
random-002687,6,6,1,7
random-002688,6,6,1,7
random-002689,6,6,1,7
random-002690,6,10,0.6,10
random-002691,7,7,1,8
random-002692,7,7,1,8
random-002693,7,7,1,8
random-002694,6,10,0.6,10
random-002695,7,7,1,8
random-002696,7,7,1,8
random-002697,7,7,1,8
random-002698,7,7,1,8
random-002699,7,7,1,8
random-002700,7,7,1,8
random-002701,7,7,1,8
random-002702,7,7,1,8
random-002703,6,6,1,7
random-002704,6,6,1,7
random-002705,9,13,0.692307692,13
random-002706,7,7,1,8
random-002707,6,6,1,7
random-002708,9,13,0.692307692,13
random-002709,6,6,1,7
random-002710,6,6,1,7
random-002711,7,7,1,8
random-002712,6,6,1,7
random-002713,7,7,1,8
random-002714,6,6,1,7
random-002715,6,6,1,7
random-002716,7,7,1,8
random-002717,7,7,1,8
random-002718,7,11,0.636363636,11
random-002719,7,7,1,8
random-002720,7,7,1,8
random-002721,7,7,1,8
random-002722,7,7,1,8
random-002723,7,7,1,8
random-002724,6,10,0.6,10
random-002725,6,6,1,7
random-002726,6,6,1,7
random-002727,7,7,1,8
random-002728,7,7,1,8
random-002729,7,7,1,8
random-002730,6,6,1,7
random-002731,6,6,1,7
random-002732,6,6,1,7
random-002733,6,6,1,7
random-002734,7,7,1,8
random-002735,6,10,0.6,10
random-002736,7,7,1,8
random-002737,7,7,1,8
random-002738,6,6,1,7
random-002739,6,6,1,7
random-002740,6,6,1,7
random-002741,7,7,1,8
random-002742,7,7,1,8
random-002743,7,7,1,8
random-002744,6,6,1,7
random-002745,7,11,0.636363636,11
random-002746,7,7,1,8
random-002747,6,16,0.375,14
random-002748,7,7,1,8
random-002749,7,7,1,8
random-002750,7,7,1,8
random-002751,7,7,1,8
random-002752,9,13,0.692307692,13
random-002753,6,6,1,7
random-002754,6,6,1,7
random-002755,7,7,1,8
random-002756,6,6,1,7
random-002757,7,7,1,8
random-002758,7,7,1,8
random-002759,8,12,0.666666667,12
random-002760,7,7,1,8
random-002761,7,7,1,8
random-002762,6,6,1,7
random-002763,7,7,1,8
random-002764,7,7,1,8
random-002765,7,7,1,8
random-002766,9,13,0.692307692,13
random-002767,6,10,0.6,10
random-002768,6,6,1,7
random-002769,7,7,1,8
random-002770,6,6,1,7
random-002771,7,7,1,8
random-002772,7,7,1,8
random-002773,6,6,1,7
random-002774,7,7,1,8
random-002775,7,7,1,8
random-002776,7,7,1,8
random-002777,6,10,0.6,10
random-002778,6,6,1,7
random-002779,7,7,1,8
random-002780,8,12,0.666666667,12
random-002781,6,6,1,7
random-002782,7,7,1,8
random-002783,6,6,1,7
random-002784,7,7,1,8
random-002785,6,6,1,7
random-002786,6,6,1,7
random-002787,7,7,1,8
random-002788,6,11,0.545454545,11
random-002789,6,6,1,7
random-002790,7,11,0.636363636,11
random-002791,7,11,0.636363636,11
random-002792,7,7,1,8
random-002793,6,6,1,7
random-002794,6,6,1,7
random-002795,7,7,1,8
random-002796,7,7,1,8
random-002797,7,7,1,8
random-002798,6,6,1,7
random-002799,6,6,1,7
random-002800,7,7,1,8
random-002801,6,6,1,7
random-002802,6,10,0.6,10
random-002803,6,6,1,7
random-002804,6,6,1,7
random-002805,7,7,1,8
random-002806,7,7,1,8
random-002807,6,6,1,7
random-002808,8,12,0.666666667,12
random-002809,7,7,1,8
random-002810,7,7,1,8
random-002811,7,11,0.636363636,11
random-002812,7,7,1,8
random-002813,7,7,1,8
random-002814,6,6,1,7
random-002815,6,6,1,7
random-002816,6,6,1,7
random-002817,7,7,1,8
random-002818,7,7,1,8
random-002819,6,6,1,7
random-002820,7,7,1,8
random-002821,6,6,1,7
random-002822,7,7,1,8
random-002823,7,7,1,8
random-002824,7,7,1,8
random-002825,9,13,0.692307692,13
random-002826,7,7,1,8
random-002827,9,13,0.692307692,13
random-002828,6,6,1,7
random-002829,7,7,1,8
random-002830,7,7,1,8
random-002831,7,7,1,8
random-002832,7,7,1,8
random-002833,6,6,1,7
random-002834,8,12,0.666666667,12
random-002835,6,6,1,7
random-002836,6,6,1,7
random-002837,6,6,1,7
random-002838,7,7,1,8
random-002839,8,12,0.666666667,12
random-002840,6,6,1,7
random-002841,6,6,1,7
random-002842,6,6,1,7
random-002843,6,6,1,7
random-002844,6,6,1,7
random-002845,6,6,1,7
random-002846,7,7,1,8
random-002847,7,7,1,8
random-002848,7,7,1,8
random-002849,7,7,1,8
random-002850,6,10,0.6,10
random-002851,7,11,0.636363636,11
random-002852,7,7,1,8
random-002853,6,6,1,7
random-002854,7,7,1,8
random-002855,7,7,1,8
random-002856,6,6,1,7
random-002857,7,7,1,8
random-002858,6,6,1,7
random-002859,7,7,1,8
random-002860,6,6,1,7
random-002861,7,11,0.636363636,11
random-002862,6,9,0.666666667,9
random-002863,6,6,1,7
random-002864,6,10,0.6,10
random-002865,7,7,1,8
random-002866,6,6,1,7
random-002867,6,6,1,7
random-002868,7,7,1,8
random-002869,7,7,1,8
random-002870,7,7,1,8
random-002871,7,7,1,8
random-002872,7,7,1,8
random-002873,7,7,1,8
random-002874,6,10,0.6,10
random-002875,6,6,1,7
random-002876,6,6,1,7
random-002877,7,7,1,8
random-002878,7,7,1,8
random-002879,6,6,1,7
random-002880,6,6,1,7
random-002881,7,7,1,8
random-002882,7,7,1,8
random-002883,6,6,1,7
random-002884,7,7,1,8
random-002885,7,7,1,8
random-002886,7,7,1,8
random-002887,7,7,1,8
random-002888,7,7,1,8
random-002889,7,7,1,8
random-002890,7,7,1,8
random-002891,7,7,1,8
random-002892,6,6,1,7
random-002893,6,6,1,7
random-002894,7,7,1,8
random-002895,7,7,1,8
random-002896,6,6,1,7
random-002897,7,7,1,8
random-002898,6,6,1,7
random-002899,7,7,1,8
random-002900,7,7,1,8
random-002901,8,12,0.666666667,12
random-002902,7,11,0.636363636,11
random-002903,7,11,0.636363636,11
random-002904,7,11,0.636363636,11
random-002905,6,6,1,7
random-002906,7,7,1,8
random-002907,7,7,1,8
random-002908,7,11,0.636363636,11
random-002909,7,7,1,8
random-002910,7,7,1,8
random-002911,7,7,1,8
random-002912,6,6,1,7
random-002913,9,17,0.529411765,16
random-002914,6,9,0.666666667,9
random-002915,7,11,0.636363636,11
random-002916,7,7,1,8
random-002917,6,6,1,7
random-002918,6,6,1,7
random-002919,7,7,1,8
random-002920,7,7,1,8
random-002921,7,7,1,8
random-002922,6,6,1,7
random-002923,7,7,1,8
random-002924,7,7,1,8
random-002925,6,6,1,7
random-002926,7,11,0.636363636,11
random-002927,9,13,0.692307692,13
random-002928,7,7,1,8
random-002929,6,6,1,7
random-002930,6,6,1,7
random-002931,7,7,1,8
random-002932,6,6,1,7
random-002933,7,7,1,8
random-002934,7,7,1,8
random-002935,7,7,1,8
random-002936,6,6,1,7
random-002937,7,7,1,8
random-002938,7,11,0.636363636,11
random-002939,7,7,1,8
random-002940,9,13,0.692307692,13
random-002941,9,13,0.692307692,13
random-002942,7,11,0.636363636,11
random-002943,7,7,1,8
random-002944,6,6,1,7
random-002945,6,6,1,7
random-002946,6,9,0.666666667,9
random-002947,7,7,1,8
random-002948,6,10,0.6,10
random-002949,6,6,1,7
random-002950,7,7,1,8
random-002951,6,9,0.666666667,9
random-002952,7,7,1,8
random-002953,6,6,1,7
random-002954,7,7,1,8
random-002955,7,7,1,8
random-002956,7,11,0.636363636,11
random-002957,7,7,1,8
random-002958,7,7,1,8
random-002959,6,6,1,7
random-002960,7,7,1,8
random-002961,7,7,1,8
random-002962,7,7,1,8
random-002963,6,6,1,7
random-002964,7,7,1,8
random-002965,7,7,1,8
random-002966,7,7,1,8
random-002967,6,6,1,7
random-002968,6,6,1,7
random-002969,7,11,0.636363636,11
random-002970,6,6,1,7
random-002971,7,7,1,8
random-002972,6,6,1,7
random-002973,6,6,1,7
random-002974,8,12,0.666666667,12
random-002975,7,7,1,8
random-002976,7,7,1,8
random-002977,7,7,1,8
random-002978,7,7,1,8
random-002979,7,7,1,8
random-002980,6,6,1,7
random-002981,7,7,1,8
random-002982,7,11,0.636363636,11
random-002983,6,6,1,7
random-002984,9,13,0.692307692,13
random-002985,7,7,1,8
random-002986,7,7,1,8
random-002987,7,7,1,8
random-002988,7,7,1,8
random-002989,7,7,1,8
random-002990,6,6,1,7
random-002991,7,7,1,8
random-002992,7,7,1,8
random-002993,7,7,1,8
random-002994,7,7,1,8
random-002995,7,7,1,8
random-002996,7,10,0.7,10
random-002997,6,11,0.545454545,11
random-002998,7,7,1,8
random-002999,6,6,1,7
random-003000,8,12,0.666666667,12
random-003001,7,11,0.636363636,11
random-003002,7,11,0.636363636,11
random-003003,8,12,0.666666667,12
random-003004,7,7,1,8
random-003005,6,6,1,7
random-003006,7,7,1,8
random-003007,6,6,1,7
random-003008,7,7,1,8
random-003009,6,6,1,7
random-003010,7,7,1,8
random-003011,7,7,1,8
random-003012,7,7,1,8
random-003013,7,7,1,8
random-003014,7,7,1,8
random-003015,6,6,1,7
random-003016,6,6,1,7
random-003017,7,7,1,8
random-003018,6,10,0.6,10
random-003019,7,7,1,8
random-003020,6,6,1,7
random-003021,7,7,1,8
random-003022,7,7,1,8
random-003023,6,6,1,7
random-003024,7,11,0.636363636,11
random-003025,9,13,0.692307692,13
random-003026,7,7,1,8
random-003027,9,13,0.692307692,13
random-003028,7,7,1,8
random-003029,7,7,1,8
random-003030,7,11,0.636363636,11
random-003031,6,6,1,7
random-003032,6,6,1,7
random-003033,7,7,1,8
random-003034,7,7,1,8
random-003035,7,11,0.636363636,11
random-003036,7,7,1,8
random-003037,7,11,0.636363636,11
random-003038,6,6,1,7
random-003039,7,11,0.636363636,11
random-003040,7,7,1,8
random-003041,7,7,1,8
random-003042,8,12,0.666666667,12
random-003043,6,6,1,7
random-003044,7,7,1,8
random-003045,6,6,1,7
random-003046,7,7,1,8
random-003047,7,7,1,8
random-003048,6,6,1,7
random-003049,7,7,1,8
random-003050,9,13,0.692307692,13
random-003051,7,7,1,8
random-003052,7,7,1,8
random-003053,7,7,1,8
random-003054,8,12,0.666666667,12
random-003055,7,7,1,8
random-003056,6,6,1,7
random-003057,7,7,1,8
random-003058,7,7,1,8
random-003059,7,7,1,8
random-003060,6,6,1,7
random-003061,6,6,1,7
random-003062,7,7,1,8
random-003063,7,7,1,8
random-003064,6,6,1,7
random-003065,7,7,1,8
random-003066,8,11,0.727272727,11
random-003067,6,6,1,7
random-003068,7,7,1,8
random-003069,6,6,1,7
random-003070,6,6,1,7
random-003071,6,6,1,7
random-003072,7,7,1,8
random-003073,6,9,0.666666667,9
random-003074,8,12,0.666666667,12
random-003075,8,12,0.666666667,12
random-003076,6,6,1,7
random-003077,6,6,1,7
random-003078,7,7,1,8
random-003079,6,6,1,7
random-003080,7,7,1,8
random-003081,7,7,1,8
random-003082,7,7,1,8
random-003083,7,7,1,8
random-003084,6,6,1,7
random-003085,7,7,1,8
random-003086,7,7,1,8
random-003087,6,6,1,7
random-003088,7,7,1,8
random-003089,7,7,1,8
random-003090,7,7,1,8
random-003091,6,6,1,7
random-003092,7,7,1,8
random-003093,6,6,1,7
random-003094,7,7,1,8
random-003095,6,6,1,7
random-003096,6,6,1,7
random-003097,7,7,1,8
random-003098,7,7,1,8
random-003099,6,6,1,7
random-003100,7,7,1,8
random-003101,9,13,0.692307692,13
random-003102,7,7,1,8
random-003103,7,7,1,8
random-003104,6,6,1,7
random-003105,7,7,1,8
random-003106,9,13,0.692307692,13
random-003107,6,6,1,7
random-003108,7,10,0.7,10
random-003109,8,13,0.615384615,13
random-003110,6,6,1,7
random-003111,7,7,1,8
random-003112,8,12,0.666666667,12
random-003113,6,6,1,7
random-003114,7,7,1,8
random-003115,7,7,1,8
random-003116,7,11,0.636363636,11
random-003117,7,7,1,8
random-003118,7,7,1,8
random-003119,7,7,1,8
random-003120,6,6,1,7
random-003121,6,6,1,7
random-003122,7,7,1,8
random-003123,6,9,0.666666667,9
random-003124,8,12,0.666666667,12
random-003125,6,6,1,7
random-003126,6,11,0.545454545,11
random-003127,7,7,1,8
random-003128,7,7,1,8
random-003129,7,7,1,8
random-003130,9,13,0.692307692,13
random-003131,7,7,1,8
random-003132,6,6,1,7
random-003133,7,7,1,8
random-003134,6,6,1,7
random-003135,6,6,1,7
random-003136,7,7,1,8
random-003137,6,6,1,7
random-003138,7,7,1,8
random-003139,6,6,1,7
random-003140,7,7,1,8
random-003141,6,10,0.6,10
random-003142,7,7,1,8
random-003143,7,11,0.636363636,11
random-003144,7,7,1,8
random-003145,7,7,1,8
random-003146,7,7,1,8
random-003147,7,7,1,8
random-003148,6,6,1,7
random-003149,7,11,0.636363636,11
random-003150,6,6,1,7
random-003151,6,6,1,7
random-003152,6,6,1,7
random-003153,9,13,0.692307692,13
random-003154,6,6,1,7
random-003155,7,7,1,8
random-003156,6,6,1,7
random-003157,7,7,1,8
random-003158,6,6,1,7
random-003159,7,7,1,8
random-003160,8,12,0.666666667,12
random-003161,6,6,1,7
random-003162,7,7,1,8
random-003163,7,7,1,8
random-003164,9,13,0.692307692,13
random-003165,8,12,0.666666667,12
random-003166,7,7,1,8
random-003167,7,7,1,8
random-003168,6,6,1,7
random-003169,7,7,1,8
random-003170,6,6,1,7
random-003171,6,6,1,7
random-003172,6,6,1,7
random-003173,7,7,1,8
random-003174,9,13,0.692307692,13
random-003175,7,11,0.636363636,11
random-003176,7,7,1,8
random-003177,6,6,1,7
random-003178,7,7,1,8
random-003179,8,12,0.666666667,12
random-003180,7,7,1,8
random-003181,7,7,1,8
random-003182,7,7,1,8
random-003183,6,6,1,7
random-003184,7,7,1,8
random-003185,8,12,0.666666667,12
random-003186,7,7,1,8
random-003187,7,7,1,8
random-003188,6,6,1,7
random-003189,8,13,0.615384615,13
random-003190,6,6,1,7
random-003191,8,12,0.666666667,12
random-003192,9,12,0.75,12
random-003193,7,7,1,8
random-003194,8,12,0.666666667,12
random-003195,9,13,0.692307692,13
random-003196,8,12,0.666666667,12
random-003197,7,7,1,8
random-003198,6,6,1,7
random-003199,7,7,1,8
random-003200,6,6,1,7
random-003201,7,7,1,8
random-003202,6,6,1,7
random-003203,6,6,1,7
random-003204,7,7,1,8
random-003205,6,6,1,7
random-003206,7,7,1,8
random-003207,6,6,1,7
random-003208,9,13,0.692307692,13
random-003209,6,6,1,7
random-003210,7,7,1,8
random-003211,7,7,1,8
random-003212,7,7,1,8
random-003213,7,11,0.636363636,11
random-003214,7,7,1,8
random-003215,7,7,1,8
random-003216,7,7,1,8
random-003217,7,7,1,8
random-003218,7,7,1,8
random-003219,7,7,1,8
random-003220,6,6,1,7
random-003221,6,6,1,7
random-003222,7,7,1,8
random-003223,6,6,1,7
random-003224,8,12,0.666666667,12
random-003225,7,7,1,8
random-003226,7,7,1,8
random-003227,6,6,1,7
random-003228,6,6,1,7
random-003229,7,7,1,8
random-003230,7,7,1,8
random-003231,7,7,1,8
random-003232,7,7,1,8
random-003233,7,7,1,8
random-003234,6,6,1,7
random-003235,6,6,1,7
random-003236,6,6,1,7
random-003237,6,11,0.545454545,11
random-003238,7,7,1,8
random-003239,6,6,1,7
random-003240,7,11,0.636363636,11
random-003241,7,7,1,8
random-003242,8,13,0.615384615,13
random-003243,6,6,1,7
random-003244,7,11,0.636363636,11
random-003245,7,7,1,8
random-003246,6,6,1,7
random-003247,6,6,1,7
random-003248,7,7,1,8
random-003249,7,7,1,8
random-003250,6,6,1,7
random-003251,7,7,1,8
random-003252,7,7,1,8
random-003253,6,6,1,7
random-003254,6,6,1,7
random-003255,7,11,0.636363636,11
random-003256,6,6,1,7
random-003257,7,7,1,8
random-003258,6,6,1,7
random-003259,7,7,1,8
random-003260,6,6,1,7
random-003261,7,7,1,8
random-003262,7,7,1,8
random-003263,7,7,1,8
random-003264,6,6,1,7
random-003265,6,6,1,7
random-003266,7,7,1,8
random-003267,6,10,0.6,10
random-003268,7,7,1,8
random-003269,7,7,1,8
random-003270,8,12,0.666666667,12
random-003271,7,7,1,8
random-003272,7,7,1,8
random-003273,6,6,1,7
random-003274,6,6,1,7
random-003275,7,10,0.7,10
random-003276,6,6,1,7
random-003277,8,12,0.666666667,12
random-003278,7,7,1,8
random-003279,7,7,1,8
random-003280,7,7,1,8
random-003281,7,10,0.7,10
random-003282,6,6,1,7
random-003283,7,11,0.636363636,11
random-003284,7,7,1,8
random-003285,6,6,1,7
random-003286,7,11,0.636363636,11
random-003287,9,13,0.692307692,13
random-003288,6,6,1,7
random-003289,6,9,0.666666667,9
random-003290,6,6,1,7
random-003291,6,10,0.6,10
random-003292,7,7,1,8
random-003293,7,7,1,8
random-003294,6,6,1,7
random-003295,7,7,1,8
random-003296,5,9,0.555555556,9
random-003297,6,9,0.666666667,9
random-003298,6,11,0.545454545,11
random-003299,6,6,1,7
random-003300,7,7,1,8
random-003301,7,7,1,8
random-003302,8,12,0.666666667,12
random-003303,7,7,1,8
random-003304,6,6,1,7
random-003305,7,7,1,8
random-003306,6,6,1,7
random-003307,6,6,1,7
random-003308,7,7,1,8
random-003309,6,6,1,7
random-003310,7,7,1,8
random-003311,7,7,1,8
random-003312,7,7,1,8
random-003313,7,7,1,8
random-003314,7,7,1,8
random-003315,6,6,1,7
random-003316,6,6,1,7
random-003317,7,7,1,8
random-003318,6,6,1,7
random-003319,7,7,1,8
random-003320,6,6,1,7
random-003321,7,7,1,8
random-003322,6,6,1,7
random-003323,7,7,1,8
random-003324,6,6,1,7
random-003325,7,7,1,8
random-003326,7,7,1,8
random-003327,7,7,1,8
random-003328,8,12,0.666666667,12
random-003329,6,6,1,7
random-003330,7,7,1,8
random-003331,6,10,0.6,10
random-003332,7,7,1,8
random-003333,6,6,1,7
random-003334,7,7,1,8
random-003335,7,7,1,8
random-003336,7,7,1,8
random-003337,6,6,1,7
random-003338,6,6,1,7
random-003339,6,11,0.545454545,11
random-003340,7,7,1,8
random-003341,7,11,0.636363636,11
random-003342,6,10,0.6,10
random-003343,8,12,0.666666667,12
random-003344,8,13,0.615384615,13
random-003345,6,6,1,7
random-003346,7,7,1,8
random-003347,7,7,1,8
random-003348,7,7,1,8
random-003349,6,9,0.666666667,9
random-003350,6,6,1,7
random-003351,7,7,1,8
random-003352,6,6,1,7
random-003353,7,7,1,8
random-003354,6,6,1,7
random-003355,7,10,0.7,10
random-003356,7,7,1,8
random-003357,7,11,0.636363636,11
random-003358,7,7,1,8
random-003359,6,6,1,7
random-003360,6,6,1,7
random-003361,9,13,0.692307692,13
random-003362,7,7,1,8
random-003363,7,7,1,8
random-003364,7,7,1,8
random-003365,6,6,1,7
random-003366,6,10,0.6,10
random-003367,6,6,1,7
random-003368,7,7,1,8
random-003369,6,6,1,7
random-003370,7,7,1,8
random-003371,6,6,1,7
random-003372,7,7,1,8
random-003373,7,7,1,8
random-003374,6,6,1,7
random-003375,7,11,0.636363636,11
random-003376,6,6,1,7
random-003377,6,6,1,7
random-003378,6,11,0.545454545,11
random-003379,6,6,1,7
random-003380,7,7,1,8
random-003381,6,6,1,7
random-003382,7,7,1,8
random-003383,7,7,1,8
random-003384,8,12,0.666666667,12
random-003385,7,7,1,8
random-003386,6,6,1,7
random-003387,7,11,0.636363636,11
random-003388,8,12,0.666666667,12
random-003389,7,11,0.636363636,11
random-003390,7,7,1,8
random-003391,7,11,0.636363636,11
random-003392,7,7,1,8
random-003393,7,7,1,8
random-003394,9,13,0.692307692,13
random-003395,6,6,1,7
random-003396,7,7,1,8
random-003397,6,6,1,7
random-003398,6,6,1,7
random-003399,6,6,1,7
random-003400,7,7,1,8
random-003401,6,6,1,7
random-003402,7,7,1,8
random-003403,7,7,1,8
random-003404,6,10,0.6,10
random-003405,7,7,1,8
random-003406,7,7,1,8
random-003407,6,6,1,7
random-003408,7,7,1,8
random-003409,6,10,0.6,10
random-003410,6,6,1,7
random-003411,7,7,1,8
random-003412,7,7,1,8
random-003413,6,6,1,7
random-003414,7,7,1,8
random-003415,9,13,0.692307692,13
random-003416,7,7,1,8
random-003417,7,7,1,8
random-003418,7,7,1,8
random-003419,6,6,1,7
random-003420,7,7,1,8
random-003421,7,7,1,8
random-003422,7,7,1,8
random-003423,7,7,1,8
random-003424,7,7,1,8
random-003425,7,7,1,8
random-003426,7,7,1,8
random-003427,7,7,1,8
random-003428,7,7,1,8
random-003429,6,6,1,7
random-003430,7,7,1,8
random-003431,6,6,1,7
random-003432,7,7,1,8
random-003433,7,7,1,8
random-003434,7,7,1,8
random-003435,7,7,1,8
random-003436,6,6,1,7
random-003437,7,11,0.636363636,11
random-003438,6,6,1,7
random-003439,9,13,0.692307692,13
random-003440,6,6,1,7
random-003441,6,6,1,7
random-003442,6,6,1,7
random-003443,7,7,1,8
random-003444,9,17,0.529411765,16
random-003445,7,7,1,8
random-003446,6,6,1,7
random-003447,7,7,1,8
random-003448,7,7,1,8
random-003449,7,7,1,8
random-003450,7,7,1,8
random-003451,6,6,1,7
random-003452,7,7,1,8
random-003453,7,7,1,8
random-003454,9,13,0.692307692,13
random-003455,7,7,1,8
random-003456,7,7,1,8
random-003457,7,7,1,8
random-003458,6,6,1,7
random-003459,7,7,1,8
random-003460,6,6,1,7
random-003461,6,6,1,7
random-003462,6,6,1,7
random-003463,7,7,1,8
random-003464,7,7,1,8
random-003465,7,7,1,8
random-003466,7,7,1,8
random-003467,7,11,0.636363636,11
random-003468,7,7,1,8
random-003469,7,7,1,8
random-003470,6,6,1,7
random-003471,7,7,1,8
random-003472,7,7,1,8
random-003473,7,11,0.636363636,11
random-003474,7,7,1,8
random-003475,7,11,0.636363636,11
random-003476,7,7,1,8
random-003477,7,7,1,8
random-003478,6,6,1,7
random-003479,6,10,0.6,10
random-003480,6,10,0.6,10
random-003481,6,6,1,7
random-003482,7,7,1,8
random-003483,6,6,1,7
random-003484,6,9,0.666666667,9
random-003485,7,7,1,8
random-003486,7,7,1,8
random-003487,7,7,1,8
random-003488,6,6,1,7
random-003489,6,9,0.666666667,9
random-003490,7,7,1,8
random-003491,7,7,1,8
random-003492,6,6,1,7
random-003493,7,13,0.538461538,12
random-003494,7,11,0.636363636,11
random-003495,7,7,1,8
random-003496,7,7,1,8
random-003497,7,7,1,8
random-003498,7,7,1,8
random-003499,7,7,1,8
random-003500,7,7,1,8
random-003501,9,18,0.5,16
random-003502,6,6,1,7
random-003503,7,7,1,8
random-003504,7,7,1,8
random-003505,7,7,1,8
random-003506,6,6,1,7
random-003507,6,9,0.666666667,9
random-003508,7,11,0.636363636,11
random-003509,8,12,0.666666667,12
random-003510,7,7,1,8
random-003511,7,7,1,8
random-003512,7,11,0.636363636,11
random-003513,7,7,1,8
random-003514,6,6,1,7
random-003515,7,7,1,8
random-003516,7,7,1,8
random-003517,7,7,1,8
random-003518,6,6,1,7
random-003519,6,6,1,7
random-003520,7,7,1,8
random-003521,7,7,1,8
random-003522,7,7,1,8
random-003523,6,6,1,7
random-003524,7,11,0.636363636,11
random-003525,7,7,1,8
random-003526,7,11,0.636363636,11
random-003527,7,7,1,8
random-003528,7,7,1,8
random-003529,8,12,0.666666667,12
random-003530,6,6,1,7
random-003531,9,13,0.692307692,13
random-003532,7,7,1,8
random-003533,8,11,0.727272727,11
random-003534,6,6,1,7
random-003535,7,7,1,8
random-003536,7,7,1,8
random-003537,6,6,1,7
random-003538,7,11,0.636363636,11
random-003539,7,7,1,8
random-003540,6,6,1,7
random-003541,6,6,1,7
random-003542,7,7,1,8
random-003543,6,6,1,7
random-003544,7,7,1,8
random-003545,7,7,1,8
random-003546,7,7,1,8
random-003547,6,6,1,7
random-003548,6,6,1,7
random-003549,7,7,1,8
random-003550,6,6,1,7
random-003551,6,6,1,7
random-003552,7,7,1,8
random-003553,7,7,1,8
random-003554,6,6,1,7
random-003555,7,7,1,8
random-003556,7,7,1,8
random-003557,6,6,1,7
random-003558,7,7,1,8
random-003559,7,7,1,8
random-003560,7,7,1,8
random-003561,7,7,1,8
random-003562,7,7,1,8
random-003563,9,13,0.692307692,13
random-003564,6,6,1,7
random-003565,7,7,1,8
random-003566,6,6,1,7
random-003567,6,6,1,7
random-003568,7,7,1,8
random-003569,7,7,1,8
random-003570,7,7,1,8
random-003571,7,7,1,8
random-003572,7,7,1,8
random-003573,7,7,1,8
random-003574,7,7,1,8
random-003575,7,7,1,8
random-003576,7,7,1,8
random-003577,7,7,1,8
random-003578,7,7,1,8
random-003579,7,7,1,8
random-003580,7,7,1,8
random-003581,7,7,1,8
random-003582,7,7,1,8
random-003583,7,7,1,8
random-003584,6,6,1,7
random-003585,7,7,1,8
random-003586,6,6,1,7
random-003587,6,6,1,7
random-003588,7,7,1,8
random-003589,7,7,1,8
random-003590,7,7,1,8
random-003591,7,7,1,8
random-003592,7,7,1,8
random-003593,7,7,1,8
random-003594,6,6,1,7
random-003595,7,7,1,8
random-003596,7,7,1,8
random-003597,6,6,1,7
random-003598,6,6,1,7
random-003599,9,13,0.692307692,13
random-003600,6,6,1,7
random-003601,6,6,1,7
random-003602,6,6,1,7
random-003603,7,11,0.636363636,11
random-003604,7,11,0.636363636,11
random-003605,7,7,1,8
random-003606,6,6,1,7
random-003607,6,6,1,7
random-003608,9,13,0.692307692,13
random-003609,6,6,1,7
random-003610,7,7,1,8
random-003611,7,7,1,8
random-003612,7,7,1,8
random-003613,6,10,0.6,10
random-003614,6,10,0.6,10
random-003615,5,10,0.5,10
random-003616,7,7,1,8
random-003617,7,7,1,8
random-003618,8,12,0.666666667,12
random-003619,7,7,1,8
random-003620,7,7,1,8
random-003621,6,6,1,7
random-003622,6,9,0.666666667,9
random-003623,7,7,1,8
random-003624,7,7,1,8
random-003625,7,7,1,8
random-003626,6,6,1,7
random-003627,7,7,1,8
random-003628,7,7,1,8
random-003629,7,7,1,8
random-003630,6,6,1,7
random-003631,7,7,1,8
random-003632,7,7,1,8
random-003633,6,6,1,7
random-003634,7,7,1,8
random-003635,6,6,1,7
random-003636,8,12,0.666666667,12
random-003637,7,7,1,8
random-003638,7,11,0.636363636,11
random-003639,7,7,1,8
random-003640,7,7,1,8
random-003641,7,7,1,8
random-003642,8,12,0.666666667,12
random-003643,6,6,1,7
random-003644,7,7,1,8
random-003645,8,12,0.666666667,12
random-003646,7,11,0.636363636,11
random-003647,6,6,1,7
random-003648,6,6,1,7
random-003649,6,6,1,7
random-003650,7,11,0.636363636,11
random-003651,6,6,1,7
random-003652,6,6,1,7
random-003653,7,7,1,8
random-003654,6,6,1,7
random-003655,6,6,1,7
random-003656,7,7,1,8
random-003657,7,7,1,8
random-003658,6,9,0.666666667,9
random-003659,6,6,1,7
random-003660,7,7,1,8
random-003661,8,12,0.666666667,12
random-003662,7,7,1,8
random-003663,6,6,1,7
random-003664,7,7,1,8
random-003665,6,6,1,7
random-003666,7,7,1,8
random-003667,7,7,1,8
random-003668,7,7,1,8
random-003669,7,7,1,8
random-003670,7,7,1,8
random-003671,7,7,1,8
random-003672,7,11,0.636363636,11
random-003673,6,6,1,7
random-003674,7,7,1,8
random-003675,7,7,1,8
random-003676,6,6,1,7
random-003677,9,13,0.692307692,13
random-003678,6,6,1,7
random-003679,7,11,0.636363636,11
random-003680,6,6,1,7
random-003681,8,12,0.666666667,12
random-003682,7,7,1,8
random-003683,6,6,1,7
random-003684,7,7,1,8
random-003685,7,7,1,8
random-003686,7,7,1,8
random-003687,7,7,1,8
random-003688,7,11,0.636363636,11
random-003689,7,7,1,8
random-003690,6,6,1,7
random-003691,7,7,1,8
random-003692,7,7,1,8
