model_id,最长通路,总边数,比例,总节点数
random-000001,7,7,1,8
random-000002,6,6,1,7
random-000003,7,7,1,8
random-000004,6,6,1,7
random-000005,7,7,1,8
random-000006,7,11,0.636363636,11
random-000007,7,7,1,8
random-000008,7,7,1,8
random-000009,7,7,1,8
random-000010,7,7,1,8
random-000011,9,13,0.692307692,13
random-000012,6,6,1,7
random-000013,6,6,1,7
random-000014,6,6,1,7
random-000015,7,7,1,8
random-000016,6,6,1,7
random-000017,6,6,1,7
random-000018,6,6,1,7
random-000019,7,7,1,8
random-000020,7,7,1,8
random-000021,7,7,1,8
random-000022,7,7,1,8
random-000023,7,11,0.636363636,11
random-000024,6,6,1,7
random-000025,7,7,1,8
random-000026,7,7,1,8
random-000027,7,7,1,8
random-000028,6,6,1,7
random-000029,7,11,0.636363636,11
random-000030,7,7,1,8
random-000031,7,7,1,8
random-000032,9,13,0.692307692,13
random-000033,6,6,1,7
random-000034,7,7,1,8
random-000035,6,9,0.666666667,9
random-000036,6,6,1,7
random-000037,7,7,1,8
random-000038,7,7,1,8
random-000039,6,6,1,7
random-000040,7,7,1,8
random-000041,6,9,0.666666667,9
random-000042,6,6,1,7
random-000043,7,7,1,8
random-000044,7,7,1,8
random-000045,7,7,1,8
random-000046,6,6,1,7
random-000047,7,7,1,8
random-000048,8,16,0.5,15
random-000049,6,6,1,7
random-000050,6,6,1,7
random-000051,7,7,1,8
random-000052,7,7,1,8
random-000053,7,7,1,8
random-000054,6,6,1,7
random-000055,7,7,1,8
random-000056,6,6,1,7
random-000057,6,9,0.666666667,9
random-000058,6,6,1,7
random-000059,7,7,1,8
random-000060,7,7,1,8
random-000061,6,6,1,7
random-000062,6,6,1,7
random-000063,7,7,1,8
random-000064,6,6,1,7
random-000065,6,6,1,7
random-000066,7,7,1,8
random-000067,6,6,1,7
random-000068,7,7,1,8
random-000069,7,7,1,8
random-000070,6,6,1,7
random-000071,7,7,1,8
random-000072,7,7,1,8
random-000073,9,13,0.692307692,13
random-000074,7,11,0.636363636,11
random-000075,7,7,1,8
random-000076,6,6,1,7
random-000077,6,11,0.545454545,11
random-000078,6,6,1,7
random-000079,7,7,1,8
random-000080,7,7,1,8
random-000081,7,7,1,8
random-000082,6,6,1,7
random-000083,7,7,1,8
random-000084,7,7,1,8
random-000085,7,11,0.636363636,11
random-000086,9,13,0.692307692,13
random-000087,7,7,1,8
random-000088,6,6,1,7
random-000089,7,7,1,8
random-000090,7,7,1,8
random-000091,7,7,1,8
random-000092,7,7,1,8
random-000093,6,6,1,7
random-000094,7,7,1,8
random-000095,7,7,1,8
random-000096,7,7,1,8
random-000097,7,7,1,8
random-000098,7,7,1,8
random-000099,6,6,1,7
random-000100,7,7,1,8
random-000101,9,13,0.692307692,13
random-000102,6,6,1,7
random-000103,7,7,1,8
random-000104,6,6,1,7
random-000105,7,7,1,8
random-000106,6,6,1,7
random-000107,7,7,1,8
random-000108,6,6,1,7
random-000109,6,6,1,7
random-000110,7,7,1,8
random-000111,7,7,1,8
random-000112,6,6,1,7
random-000113,6,6,1,7
random-000114,7,11,0.636363636,11
random-000115,6,6,1,7
random-000116,6,9,0.666666667,9
random-000117,7,7,1,8
random-000118,7,7,1,8
random-000119,7,7,1,8
random-000120,6,9,0.666666667,9
random-000121,7,7,1,8
random-000122,7,7,1,8
random-000123,7,7,1,8
random-000124,6,6,1,7
random-000125,6,9,0.666666667,9
random-000126,6,6,1,7
random-000127,6,9,0.666666667,9
random-000128,7,7,1,8
random-000129,7,7,1,8
random-000130,9,13,0.692307692,13
random-000131,7,7,1,8
random-000132,7,7,1,8
random-000133,7,7,1,8
random-000134,7,7,1,8
random-000135,7,7,1,8
random-000136,7,7,1,8
random-000137,7,7,1,8
random-000138,6,6,1,7
random-000139,7,7,1,8
random-000140,7,7,1,8
random-000141,6,6,1,7
random-000142,7,7,1,8
random-000143,6,6,1,7
random-000144,7,7,1,8
random-000145,7,7,1,8
random-000146,7,7,1,8
random-000147,7,7,1,8
random-000148,6,6,1,7
random-000149,6,6,1,7
random-000150,7,7,1,8
random-000151,6,11,0.545454545,11
random-000152,8,12,0.666666667,12
random-000153,7,7,1,8
random-000154,7,7,1,8
random-000155,6,6,1,7
random-000156,7,7,1,8
random-000157,6,6,1,7
random-000158,7,7,1,8
random-000159,9,13,0.692307692,13
random-000160,7,7,1,8
random-000161,8,12,0.666666667,12
random-000162,7,7,1,8
random-000163,6,6,1,7
random-000164,7,7,1,8
random-000165,6,6,1,7
random-000166,7,7,1,8
random-000167,7,7,1,8
random-000168,7,7,1,8
random-000169,7,11,0.636363636,11
random-000170,7,7,1,8
random-000171,7,7,1,8
random-000172,7,7,1,8
random-000173,6,11,0.545454545,11
random-000174,6,6,1,7
random-000175,7,7,1,8
random-000176,7,7,1,8
random-000177,7,7,1,8
random-000178,6,6,1,7
random-000179,7,7,1,8
random-000180,7,7,1,8
random-000181,6,6,1,7
random-000182,7,7,1,8
random-000183,7,7,1,8
random-000184,8,12,0.666666667,12
random-000185,7,7,1,8
random-000186,7,7,1,8
random-000187,7,7,1,8
random-000188,7,7,1,8
random-000189,7,7,1,8
random-000190,7,7,1,8
random-000191,6,6,1,7
random-000192,7,7,1,8
random-000193,6,6,1,7
random-000194,6,6,1,7
random-000195,6,6,1,7
random-000196,7,7,1,8
random-000197,7,7,1,8
random-000198,7,11,0.636363636,11
random-000199,8,12,0.666666667,12
random-000200,6,6,1,7
random-000201,7,7,1,8
random-000202,7,7,1,8
random-000203,6,6,1,7
random-000204,6,6,1,7
random-000205,7,11,0.636363636,11
random-000206,8,12,0.666666667,12
random-000207,7,7,1,8
random-000208,6,6,1,7
random-000209,7,7,1,8
random-000210,7,7,1,8
random-000211,7,7,1,8
random-000212,6,6,1,7
random-000213,7,7,1,8
random-000214,6,6,1,7
random-000215,7,11,0.636363636,11
random-000216,7,7,1,8
random-000217,6,6,1,7
random-000218,6,6,1,7
random-000219,7,7,1,8
random-000220,7,7,1,8
random-000221,9,13,0.692307692,13
random-000222,7,7,1,8
random-000223,7,11,0.636363636,11
random-000224,6,6,1,7
random-000225,7,7,1,8
random-000226,6,6,1,7
random-000227,7,7,1,8
random-000228,6,6,1,7
random-000229,7,7,1,8
random-000230,7,7,1,8
random-000231,7,7,1,8
random-000232,7,7,1,8
random-000233,7,7,1,8
random-000234,7,7,1,8
random-000235,6,6,1,7
random-000236,7,7,1,8
random-000237,7,7,1,8
random-000238,7,7,1,8
random-000239,7,7,1,8
random-000240,9,13,0.692307692,13
random-000241,6,6,1,7
random-000242,6,6,1,7
random-000243,7,7,1,8
random-000244,6,6,1,7
random-000245,6,6,1,7
random-000246,6,6,1,7
random-000247,6,6,1,7
random-000248,6,10,0.6,10
random-000249,6,6,1,7
random-000250,7,7,1,8
random-000251,7,7,1,8
random-000252,6,6,1,7
random-000253,6,6,1,7
random-000254,7,7,1,8
random-000255,6,6,1,7
random-000256,6,6,1,7
random-000257,6,6,1,7
random-000258,6,6,1,7
random-000259,6,6,1,7
random-000260,6,6,1,7
random-000261,6,6,1,7
random-000262,7,7,1,8
random-000263,7,7,1,8
random-000264,7,7,1,8
random-000265,7,7,1,8
random-000266,7,7,1,8
random-000267,7,7,1,8
random-000268,6,6,1,7
random-000269,7,7,1,8
random-000270,7,7,1,8
random-000271,7,11,0.636363636,11
random-000272,6,6,1,7
random-000273,7,7,1,8
random-000274,6,6,1,7
random-000275,7,7,1,8
random-000276,6,6,1,7
random-000277,6,6,1,7
random-000278,6,6,1,7
random-000279,7,7,1,8
random-000280,7,7,1,8
random-000281,7,7,1,8
random-000282,7,7,1,8
random-000283,6,6,1,7
random-000284,6,6,1,7
random-000285,6,6,1,7
random-000286,6,6,1,7
random-000287,7,7,1,8
random-000288,6,6,1,7
random-000289,6,6,1,7
random-000290,6,6,1,7
random-000291,7,7,1,8
random-000292,7,7,1,8
random-000293,7,7,1,8
random-000294,7,7,1,8
random-000295,7,7,1,8
random-000296,6,6,1,7
random-000297,7,7,1,8
random-000298,6,6,1,7
random-000299,6,6,1,7
random-000300,8,12,0.666666667,12
random-000301,6,6,1,7
random-000302,6,6,1,7
random-000303,7,7,1,8
random-000304,6,6,1,7
random-000305,7,7,1,8
random-000306,6,11,0.545454545,11
random-000307,7,7,1,8
random-000308,7,7,1,8
random-000309,6,6,1,7
random-000310,7,7,1,8
random-000311,7,7,1,8
random-000312,6,6,1,7
random-000313,7,7,1,8
random-000314,7,7,1,8
random-000315,6,6,1,7
random-000316,5,9,0.555555556,9
random-000317,7,7,1,8
random-000318,6,6,1,7
random-000319,6,6,1,7
random-000320,7,7,1,8
random-000321,7,7,1,8
random-000322,7,7,1,8
random-000323,7,7,1,8
random-000324,6,6,1,7
random-000325,6,6,1,7
random-000326,7,7,1,8
random-000327,6,6,1,7
random-000328,7,7,1,8
random-000329,7,7,1,8
random-000330,7,7,1,8
random-000331,6,6,1,7
random-000332,7,7,1,8
random-000333,7,7,1,8
random-000334,7,7,1,8
random-000335,8,11,0.727272727,11
random-000336,6,6,1,7
random-000337,7,11,0.636363636,11
random-000338,6,6,1,7
random-000339,6,6,1,7
random-000340,7,7,1,8
random-000341,7,7,1,8
random-000342,7,7,1,8
random-000343,6,6,1,7
random-000344,7,7,1,8
random-000345,7,7,1,8
random-000346,6,6,1,7
random-000347,6,6,1,7
random-000348,6,6,1,7
random-000349,7,7,1,8
random-000350,9,13,0.692307692,13
random-000351,7,7,1,8
random-000352,7,7,1,8
random-000353,7,7,1,8
random-000354,7,7,1,8
random-000355,6,10,0.6,10
random-000356,7,11,0.636363636,11
random-000357,6,9,0.666666667,9
random-000358,7,7,1,8
random-000359,7,7,1,8
random-000360,7,7,1,8
random-000361,9,13,0.692307692,13
random-000362,7,7,1,8
random-000363,7,7,1,8
random-000364,6,6,1,7
random-000365,6,6,1,7
random-000366,6,6,1,7
random-000367,6,6,1,7
random-000368,7,7,1,8
random-000369,7,7,1,8
random-000370,7,7,1,8
random-000371,7,11,0.636363636,11
random-000372,6,6,1,7
random-000373,7,7,1,8
random-000374,7,7,1,8
random-000375,7,7,1,8
random-000376,7,7,1,8
random-000377,6,6,1,7
random-000378,7,7,1,8
random-000379,7,11,0.636363636,11
random-000380,7,7,1,8
random-000381,6,6,1,7
random-000382,7,7,1,8
random-000383,7,7,1,8
random-000384,7,7,1,8
random-000385,7,7,1,8
random-000386,6,6,1,7
random-000387,6,6,1,7
random-000388,7,7,1,8
random-000389,7,7,1,8
random-000390,6,6,1,7
random-000391,7,7,1,8
random-000392,7,7,1,8
random-000393,7,7,1,8
random-000394,6,6,1,7
random-000395,7,11,0.636363636,11
random-000396,7,7,1,8
random-000397,7,7,1,8
random-000398,7,7,1,8
random-000399,7,7,1,8
random-000400,6,6,1,7
random-000401,7,7,1,8
random-000402,7,7,1,8
random-000403,7,7,1,8
random-000404,7,7,1,8
random-000405,7,7,1,8
random-000406,7,7,1,8
random-000407,7,7,1,8
random-000408,7,7,1,8
random-000409,7,7,1,8
random-000410,6,6,1,7
random-000411,6,11,0.545454545,11
random-000412,7,11,0.636363636,11
random-000413,7,7,1,8
random-000414,7,7,1,8
random-000415,6,6,1,7
random-000416,7,7,1,8
random-000417,7,7,1,8
random-000418,6,6,1,7
random-000419,7,7,1,8
random-000420,6,6,1,7
random-000421,6,6,1,7
random-000422,7,7,1,8
random-000423,7,7,1,8
random-000424,7,11,0.636363636,11
random-000425,6,6,1,7
random-000426,7,7,1,8
random-000427,7,7,1,8
random-000428,7,11,0.636363636,11
random-000429,6,6,1,7
random-000430,7,7,1,8
random-000431,6,6,1,7
random-000432,6,6,1,7
random-000433,7,7,1,8
random-000434,6,6,1,7
random-000435,7,7,1,8
random-000436,6,6,1,7
random-000437,7,7,1,8
random-000438,7,11,0.636363636,11
random-000439,7,7,1,8
random-000440,7,7,1,8
random-000441,7,7,1,8
random-000442,6,6,1,7
random-000443,6,6,1,7
random-000444,6,6,1,7
random-000445,6,6,1,7
random-000446,7,7,1,8
random-000447,6,6,1,7
random-000448,6,6,1,7
random-000449,6,6,1,7
random-000450,9,13,0.692307692,13
random-000451,7,7,1,8
random-000452,7,7,1,8
random-000453,7,7,1,8
random-000454,7,7,1,8
random-000455,7,7,1,8
random-000456,6,6,1,7
random-000457,6,6,1,7
random-000458,7,7,1,8
random-000459,7,7,1,8
random-000460,7,7,1,8
random-000461,6,6,1,7
random-000462,6,6,1,7
random-000463,7,7,1,8
random-000464,6,6,1,7
random-000465,6,6,1,7
random-000466,7,7,1,8
random-000467,6,6,1,7
random-000468,6,6,1,7
random-000469,6,6,1,7
random-000470,6,6,1,7
random-000471,6,6,1,7
random-000472,7,11,0.636363636,11
random-000473,6,6,1,7
random-000474,7,7,1,8
random-000475,7,7,1,8
random-000476,6,6,1,7
random-000477,7,7,1,8
random-000478,7,7,1,8
random-000479,6,6,1,7
random-000480,6,6,1,7
random-000481,6,10,0.6,10
random-000482,7,7,1,8
random-000483,6,6,1,7
random-000484,6,6,1,7
random-000485,7,7,1,8
random-000486,6,6,1,7
random-000487,6,6,1,7
random-000488,6,6,1,7
random-000489,7,7,1,8
random-000490,6,6,1,7
random-000491,6,6,1,7
random-000492,7,7,1,8
random-000493,7,7,1,8
random-000494,7,7,1,8
random-000495,7,7,1,8
random-000496,7,7,1,8
random-000497,7,7,1,8
random-000498,7,7,1,8
random-000499,6,6,1,7
random-000500,6,6,1,7
random-000501,7,7,1,8
random-000502,6,6,1,7
random-000503,7,7,1,8
random-000504,7,7,1,8
random-000505,7,7,1,8
random-000506,6,6,1,7
random-000507,7,7,1,8
random-000508,7,7,1,8
random-000509,7,7,1,8
random-000510,7,7,1,8
random-000511,7,7,1,8
random-000512,7,7,1,8
random-000513,6,6,1,7
random-000514,7,7,1,8
random-000515,6,6,1,7
random-000516,8,12,0.666666667,12
random-000517,7,7,1,8
random-000518,7,7,1,8
random-000519,6,6,1,7
random-000520,6,6,1,7
random-000521,6,10,0.6,10
random-000522,6,6,1,7
random-000523,8,15,0.533333333,14
random-000524,7,7,1,8
random-000525,6,6,1,7
random-000526,6,6,1,7
random-000527,6,6,1,7
random-000528,6,6,1,7
random-000529,7,7,1,8
random-000530,7,7,1,8
random-000531,7,7,1,8
random-000532,7,7,1,8
random-000533,7,7,1,8
random-000534,7,7,1,8
random-000535,7,7,1,8
random-000536,7,7,1,8
random-000537,6,10,0.6,10
random-000538,7,7,1,8
random-000539,9,13,0.692307692,13
random-000540,6,6,1,7
random-000541,7,7,1,8
random-000542,9,13,0.692307692,13
random-000543,7,7,1,8
random-000544,6,6,1,7
random-000545,6,6,1,7
random-000546,7,11,0.636363636,11
random-000547,7,7,1,8
random-000548,6,6,1,7
random-000549,7,7,1,8
random-000550,6,6,1,7
random-000551,6,6,1,7
random-000552,6,6,1,7
random-000553,7,7,1,8
random-000554,7,7,1,8
random-000555,7,7,1,8
random-000556,7,7,1,8
random-000557,7,7,1,8
random-000558,7,7,1,8
random-000559,6,6,1,7
random-000560,7,7,1,8
random-000561,7,7,1,8
random-000562,6,6,1,7
random-000563,6,10,0.6,10
random-000564,7,7,1,8
random-000565,6,6,1,7
random-000566,6,6,1,7
random-000567,6,9,0.666666667,9
random-000568,7,7,1,8
random-000569,7,7,1,8
random-000570,7,7,1,8
random-000571,7,7,1,8
random-000572,6,6,1,7
random-000573,6,6,1,7
random-000574,6,6,1,7
random-000575,7,7,1,8
random-000576,7,7,1,8
random-000577,7,7,1,8
random-000578,6,6,1,7
random-000579,6,10,0.6,10
random-000580,7,7,1,8
random-000581,6,6,1,7
random-000582,7,7,1,8
random-000583,7,7,1,8
random-000584,7,7,1,8
random-000585,6,6,1,7
random-000586,8,12,0.666666667,12
random-000587,6,10,0.6,10
random-000588,7,7,1,8
random-000589,6,6,1,7
random-000590,7,7,1,8
random-000591,6,6,1,7
random-000592,7,7,1,8
random-000593,6,6,1,7
random-000594,7,7,1,8
random-000595,6,6,1,7
random-000596,7,7,1,8
random-000597,6,6,1,7
random-000598,7,7,1,8
random-000599,6,6,1,7
random-000600,7,11,0.636363636,11
random-000601,7,7,1,8
random-000602,7,11,0.636363636,11
random-000603,6,6,1,7
random-000604,6,6,1,7
random-000605,7,7,1,8
random-000606,7,7,1,8
random-000607,6,6,1,7
random-000608,6,6,1,7
random-000609,6,6,1,7
random-000610,7,11,0.636363636,11
random-000611,9,13,0.692307692,13
random-000612,7,11,0.636363636,11
random-000613,7,7,1,8
random-000614,7,7,1,8
random-000615,7,7,1,8
random-000616,7,7,1,8
random-000617,6,10,0.6,10
random-000618,7,7,1,8
random-000619,7,7,1,8
random-000620,6,6,1,7
random-000621,7,7,1,8
random-000622,7,7,1,8
random-000623,6,6,1,7
random-000624,7,7,1,8
random-000625,6,6,1,7
random-000626,7,7,1,8
random-000627,7,7,1,8
random-000628,7,11,0.636363636,11
random-000629,6,6,1,7
random-000630,6,6,1,7
random-000631,6,11,0.545454545,11
random-000632,7,11,0.636363636,11
random-000633,6,6,1,7
random-000634,7,7,1,8
random-000635,7,7,1,8
random-000636,6,6,1,7
random-000637,7,7,1,8
random-000638,6,6,1,7
random-000639,7,7,1,8
random-000640,6,6,1,7
random-000641,7,11,0.636363636,11
random-000642,7,7,1,8
random-000643,9,13,0.692307692,13
random-000644,7,10,0.7,10
random-000645,7,7,1,8
random-000646,6,6,1,7
random-000647,6,6,1,7
random-000648,8,12,0.666666667,12
random-000649,7,7,1,8
random-000650,7,7,1,8
random-000651,7,7,1,8
random-000652,6,6,1,7
random-000653,6,6,1,7
random-000654,7,7,1,8
random-000655,6,6,1,7
random-000656,8,11,0.727272727,11
random-000657,9,13,0.692307692,13
random-000658,7,7,1,8
random-000659,7,7,1,8
random-000660,9,13,0.692307692,13
random-000661,7,7,1,8
random-000662,6,6,1,7
random-000663,7,7,1,8
random-000664,7,7,1,8
random-000665,9,13,0.692307692,13
random-000666,7,7,1,8
random-000667,7,7,1,8
random-000668,6,6,1,7
random-000669,8,12,0.666666667,12
random-000670,6,6,1,7
random-000671,7,7,1,8
random-000672,9,13,0.692307692,13
random-000673,6,6,1,7
random-000674,7,7,1,8
random-000675,7,7,1,8
random-000676,6,6,1,7
random-000677,7,7,1,8
random-000678,7,7,1,8
random-000679,7,7,1,8
random-000680,6,6,1,7
random-000681,6,6,1,7
random-000682,7,7,1,8
random-000683,6,10,0.6,10
random-000684,6,6,1,7
random-000685,7,7,1,8
random-000686,6,6,1,7
random-000687,6,6,1,7
random-000688,7,7,1,8
random-000689,9,13,0.692307692,13
random-000690,9,13,0.692307692,13
random-000691,6,6,1,7
random-000692,7,7,1,8
random-000693,6,6,1,7
random-000694,7,7,1,8
random-000695,6,6,1,7
random-000696,7,7,1,8
random-000697,6,6,1,7
random-000698,7,7,1,8
random-000699,7,7,1,8
random-000700,7,7,1,8
random-000701,7,7,1,8
random-000702,9,13,0.692307692,13
random-000703,7,7,1,8
random-000704,7,7,1,8
random-000705,7,11,0.636363636,11
random-000706,7,7,1,8
random-000707,7,7,1,8
random-000708,8,12,0.666666667,12
random-000709,7,7,1,8
random-000710,6,6,1,7
random-000711,7,7,1,8
random-000712,6,6,1,7
random-000713,7,7,1,8
random-000714,7,7,1,8
random-000715,9,13,0.692307692,13
random-000716,7,7,1,8
random-000717,6,6,1,7
random-000718,6,6,1,7
random-000719,7,7,1,8
random-000720,7,7,1,8
random-000721,6,6,1,7
random-000722,6,6,1,7
random-000723,7,7,1,8
random-000724,6,6,1,7
random-000725,6,10,0.6,10
random-000726,7,7,1,8
random-000727,7,7,1,8
random-000728,6,6,1,7
random-000729,7,7,1,8
random-000730,7,7,1,8
random-000731,6,6,1,7
random-000732,6,6,1,7
random-000733,7,7,1,8
random-000734,7,11,0.636363636,11
random-000735,7,7,1,8
random-000736,7,7,1,8
random-000737,6,6,1,7
random-000738,6,6,1,7
random-000739,7,7,1,8
random-000740,6,6,1,7
random-000741,6,6,1,7
random-000742,9,13,0.692307692,13
random-000743,9,13,0.692307692,13
random-000744,7,7,1,8
random-000745,7,7,1,8
random-000746,7,7,1,8
random-000747,6,6,1,7
random-000748,7,7,1,8
random-000749,6,6,1,7
random-000750,6,6,1,7
random-000751,7,7,1,8
random-000752,7,7,1,8
random-000753,6,6,1,7
random-000754,8,12,0.666666667,12
random-000755,6,6,1,7
random-000756,7,7,1,8
random-000757,6,6,1,7
random-000758,7,7,1,8
random-000759,6,6,1,7
random-000760,6,14,0.428571429,13
random-000761,6,6,1,7
random-000762,6,11,0.545454545,11
random-000763,6,6,1,7
random-000764,7,7,1,8
random-000765,7,7,1,8
random-000766,7,7,1,8
random-000767,7,7,1,8
random-000768,6,6,1,7
random-000769,7,7,1,8
random-000770,6,6,1,7
random-000771,6,6,1,7
random-000772,6,6,1,7
random-000773,7,7,1,8
random-000774,6,6,1,7
random-000775,7,11,0.636363636,11
random-000776,6,6,1,7
random-000777,6,6,1,7
random-000778,7,7,1,8
random-000779,7,7,1,8
random-000780,6,6,1,7
random-000781,6,6,1,7
random-000782,6,6,1,7
random-000783,7,7,1,8
random-000784,7,7,1,8
random-000785,7,7,1,8
random-000786,7,7,1,8
random-000787,7,7,1,8
random-000788,7,7,1,8
random-000789,9,13,0.692307692,13
random-000790,7,7,1,8
random-000791,7,7,1,8
random-000792,7,7,1,8
random-000793,7,7,1,8
random-000794,6,6,1,7
random-000795,6,6,1,7
random-000796,7,7,1,8
random-000797,6,6,1,7
random-000798,6,6,1,7
random-000799,7,7,1,8
random-000800,6,6,1,7
random-000801,6,10,0.6,10
random-000802,7,7,1,8
random-000803,6,6,1,7
random-000804,7,7,1,8
random-000805,7,7,1,8
random-000806,7,7,1,8
random-000807,8,12,0.666666667,12
random-000808,7,7,1,8
random-000809,6,6,1,7
random-000810,6,6,1,7
random-000811,7,11,0.636363636,11
random-000812,6,10,0.6,10
random-000813,7,7,1,8
random-000814,7,7,1,8
random-000815,7,11,0.636363636,11
random-000816,7,7,1,8
random-000817,6,6,1,7
random-000818,7,7,1,8
random-000819,7,7,1,8
random-000820,7,7,1,8
random-000821,7,7,1,8
random-000822,8,11,0.727272727,11
random-000823,7,7,1,8
random-000824,7,7,1,8
random-000825,6,6,1,7
random-000826,6,6,1,7
random-000827,6,6,1,7
random-000828,6,6,1,7
random-000829,7,7,1,8
random-000830,7,7,1,8
random-000831,7,7,1,8
random-000832,9,13,0.692307692,13
random-000833,7,7,1,8
random-000834,8,12,0.666666667,12
random-000835,7,7,1,8
random-000836,7,7,1,8
random-000837,6,6,1,7
random-000838,7,7,1,8
random-000839,6,6,1,7
random-000840,7,7,1,8
random-000841,7,7,1,8
random-000842,6,6,1,7
random-000843,7,7,1,8
random-000844,7,7,1,8
random-000845,7,7,1,8
random-000846,7,7,1,8
random-000847,7,7,1,8
random-000848,7,7,1,8
random-000849,7,11,0.636363636,11
random-000850,7,7,1,8
random-000851,8,12,0.666666667,12
random-000852,7,7,1,8
random-000853,7,7,1,8
random-000854,6,11,0.545454545,11
random-000855,6,6,1,7
random-000856,6,11,0.545454545,11
random-000857,7,7,1,8
random-000858,6,6,1,7
random-000859,7,7,1,8
random-000860,9,13,0.692307692,13
random-000861,7,7,1,8
random-000862,7,7,1,8
random-000863,7,7,1,8
random-000864,7,11,0.636363636,11
random-000865,7,7,1,8
random-000866,7,7,1,8
random-000867,6,6,1,7
random-000868,8,12,0.666666667,12
random-000869,7,7,1,8
random-000870,9,13,0.692307692,13
random-000871,7,7,1,8
random-000872,6,6,1,7
random-000873,6,6,1,7
random-000874,7,7,1,8
random-000875,7,7,1,8
random-000876,7,7,1,8
random-000877,7,7,1,8
random-000878,7,7,1,8
random-000879,6,6,1,7
random-000880,6,6,1,7
random-000881,7,7,1,8
random-000882,6,6,1,7
random-000883,8,12,0.666666667,12
random-000884,7,7,1,8
random-000885,7,7,1,8
random-000886,7,7,1,8
random-000887,7,11,0.636363636,11
random-000888,7,7,1,8
random-000889,7,7,1,8
random-000890,7,7,1,8
random-000891,7,7,1,8
random-000892,6,6,1,7
random-000893,6,6,1,7
random-000894,7,7,1,8
random-000895,7,7,1,8
random-000896,7,7,1,8
random-000897,6,6,1,7
random-000898,6,6,1,7
random-000899,9,13,0.692307692,13
random-000900,7,7,1,8
random-000901,7,7,1,8
random-000902,7,7,1,8
random-000903,7,7,1,8
random-000904,6,6,1,7
random-000905,7,7,1,8
random-000906,7,11,0.636363636,11
random-000907,7,7,1,8
random-000908,7,7,1,8
random-000909,6,6,1,7
random-000910,7,7,1,8
random-000911,7,7,1,8
random-000912,6,10,0.6,10
random-000913,8,13,0.615384615,13
random-000914,6,6,1,7
random-000915,7,7,1,8
random-000916,7,7,1,8
random-000917,6,6,1,7
random-000918,7,7,1,8
random-000919,7,7,1,8
random-000920,7,7,1,8
random-000921,6,6,1,7
random-000922,7,7,1,8
random-000923,7,7,1,8
random-000924,9,13,0.692307692,13
random-000925,6,6,1,7
random-000926,7,7,1,8
random-000927,7,11,0.636363636,11
random-000928,7,7,1,8
random-000929,7,7,1,8
random-000930,7,7,1,8
random-000931,6,6,1,7
random-000932,6,6,1,7
random-000933,7,7,1,8
random-000934,7,11,0.636363636,11
random-000935,7,7,1,8
random-000936,6,6,1,7
random-000937,6,6,1,7
random-000938,7,7,1,8
random-000939,6,9,0.666666667,9
random-000940,9,13,0.692307692,13
random-000941,7,7,1,8
random-000942,6,6,1,7
random-000943,7,7,1,8
random-000944,7,7,1,8
random-000945,6,6,1,7
random-000946,6,6,1,7
random-000947,7,7,1,8
random-000948,6,6,1,7
random-000949,6,6,1,7
random-000950,7,7,1,8
random-000951,7,10,0.7,10
random-000952,6,6,1,7
random-000953,7,7,1,8
random-000954,6,6,1,7
random-000955,8,12,0.666666667,12
random-000956,7,7,1,8
random-000957,7,7,1,8
random-000958,6,6,1,7
random-000959,7,11,0.636363636,11
random-000960,7,7,1,8
random-000961,7,7,1,8
random-000962,7,7,1,8
random-000963,7,11,0.636363636,11
random-000964,7,7,1,8
random-000965,6,6,1,7
random-000966,7,7,1,8
random-000967,7,7,1,8
random-000968,7,7,1,8
random-000969,6,6,1,7
random-000970,6,6,1,7
random-000971,6,6,1,7
random-000972,7,7,1,8
random-000973,7,7,1,8
random-000974,6,6,1,7
random-000975,6,10,0.6,10
random-000976,6,6,1,7
random-000977,7,7,1,8
random-000978,7,7,1,8
random-000979,6,6,1,7
random-000980,7,11,0.636363636,11
random-000981,6,6,1,7
random-000982,6,6,1,7
random-000983,6,6,1,7
random-000984,7,7,1,8
random-000985,7,7,1,8
random-000986,6,6,1,7
random-000987,6,6,1,7
random-000988,7,7,1,8
random-000989,6,6,1,7
random-000990,7,7,1,8
random-000991,6,6,1,7
random-000992,6,6,1,7
random-000993,7,7,1,8
random-000994,6,10,0.6,10
random-000995,7,7,1,8
random-000996,6,6,1,7
random-000997,7,7,1,8
random-000998,8,12,0.666666667,12
random-000999,7,7,1,8
random-001000,6,6,1,7
random-001001,6,6,1,7
random-001002,7,7,1,8
random-001003,7,7,1,8
random-001004,6,9,0.666666667,9
random-001005,7,11,0.636363636,11
random-001006,7,7,1,8
random-001007,6,6,1,7
random-001008,7,7,1,8
random-001009,6,11,0.545454545,11
random-001010,6,6,1,7
random-001011,6,6,1,7
random-001012,7,7,1,8
random-001013,7,7,1,8
random-001014,6,6,1,7
random-001015,7,7,1,8
random-001016,9,13,0.692307692,13
random-001017,6,6,1,7
random-001018,7,7,1,8
random-001019,7,7,1,8
random-001020,7,7,1,8
random-001021,7,7,1,8
random-001022,7,11,0.636363636,11
random-001023,6,6,1,7
random-001024,7,11,0.636363636,11
random-001025,7,11,0.636363636,11
random-001026,7,7,1,8
random-001027,7,7,1,8
random-001028,7,11,0.636363636,11
random-001029,6,14,0.428571429,13
random-001030,6,6,1,7
random-001031,9,13,0.692307692,13
